analysis_id	analysis_class	analysis_label	country_iso3	n_resurgence_tips	n_replicates	central_statistic	reseeding_central	reseeding_lower_95	reseeding_upper_95	reseeding_delta_from_primary	local_central	local_lower_95	local_upper_95	local_delta_from_primary	source_file
bootstrap_consensus_midpoint	topology	Bootstrap consensus tree, midpoint root	AUS	37	1	point_estimate	0.309700358177137	0.309700358177137	0.309700358177137	-0.000900201590861682	0.684756695807895	0.684756695807895	0.684756695807895	-0.000299308261614506	results/phylogeography_consensus/events_thr0_5/country_phylogeographic_summary.tsv
bootstrap_consensus_midpoint	topology	Bootstrap consensus tree, midpoint root	BEL	82	1	point_estimate	0.248125452218497	0.248125452218497	0.248125452218497	0.000669796398166139	0.753945618560579	0.753945618560579	0.753945618560579	-0.00154285189211134	results/phylogeography_consensus/events_thr0_5/country_phylogeographic_summary.tsv
bootstrap_consensus_midpoint	topology	Bootstrap consensus tree, midpoint root	CHN	153	1	point_estimate	0.00196343951382609	0.00196343951382609	0.00196343951382609	0.000159024448334262	0.998761351809264	0.998761351809264	0.998761351809264	9.5606485891464e-05	results/phylogeography_consensus/events_thr0_5/country_phylogeographic_summary.tsv
bootstrap_consensus_midpoint	topology	Bootstrap consensus tree, midpoint root	FRA	53	1	point_estimate	0.872139455798714	0.872139455798714	0.872139455798714	9.97803827051946e-06	0.126802166493488	0.126802166493488	0.126802166493488	0.000494207704448607	results/phylogeography_consensus/events_thr0_5/country_phylogeographic_summary.tsv
bootstrap_consensus_midpoint	topology	Bootstrap consensus tree, midpoint root	JPN	60	1	point_estimate	0.861771285772614	0.861771285772614	0.861771285772614	-0.00103286349790221	0.155966353069807	0.155966353069807	0.155966353069807	0.000752179477009202	results/phylogeography_consensus/events_thr0_5/country_phylogeographic_summary.tsv
bionj_midpoint	topology	BIONJ distance tree, midpoint root	AUS	37	1	point_estimate	0.30712079972888	0.30712079972888	0.30712079972888	-0.00347976003911904	0.683990260919824	0.683990260919824	0.683990260919824	-0.00106574314968511	results/phylogeography_bionj/events_thr0_5/country_phylogeographic_summary.tsv
bionj_midpoint	topology	BIONJ distance tree, midpoint root	BEL	82	1	point_estimate	0.269534162938884	0.269534162938884	0.269534162938884	0.0220785071185533	0.729844937261824	0.729844937261824	0.729844937261824	-0.0256435331908659	results/phylogeography_bionj/events_thr0_5/country_phylogeographic_summary.tsv
bionj_midpoint	topology	BIONJ distance tree, midpoint root	CHN	153	1	point_estimate	0.0614580385114781	0.0614580385114781	0.0614580385114781	0.0596536234459863	0.990534394988036	0.990534394988036	0.990534394988036	-0.00813135033533663	results/phylogeography_bionj/events_thr0_5/country_phylogeographic_summary.tsv
bionj_midpoint	topology	BIONJ distance tree, midpoint root	FRA	53	1	point_estimate	0.886973661297592	0.886973661297592	0.886973661297592	0.0148441835371478	0.11009563575437	0.11009563575437	0.11009563575437	-0.0162123230346693	results/phylogeography_bionj/events_thr0_5/country_phylogeographic_summary.tsv
bionj_midpoint	topology	BIONJ distance tree, midpoint root	JPN	60	1	point_estimate	0.865084684775289	0.865084684775289	0.865084684775289	0.0022805355047727	0.150887902315123	0.150887902315123	0.150887902315123	-0.0043262712776744	results/phylogeography_bionj/events_thr0_5/country_phylogeographic_summary.tsv
historical_reference_keep80	reference_sampling	Historical focal reference, 80% retained	AUS	37	30	jackknife_median	0.314177371384055	0.310918064446059	0.545146402889483	0.00357681161605594	0.680899935996928	0.453285808011704	0.683728441371538	-0.00415606807258129	results/phylogeography_reference_sensitivity/country_score_jackknife_summary.tsv
historical_reference_keep80	reference_sampling	Historical focal reference, 80% retained	BEL	82	30	jackknife_median	0.249040605230336	0.247618247016643	0.269402244948491	0.00158494941000512	0.753493526834768	0.733190543855425	0.755296743657401	-0.00199494361792207	results/phylogeography_reference_sensitivity/country_score_jackknife_summary.tsv
historical_reference_keep80	reference_sampling	Historical focal reference, 80% retained	CHN	153	30	jackknife_median	0.00181894649717341	0.00157551594234086	0.00625839236173724	1.45314316815793e-05	0.99866256251398	0.99441531513596	0.998810800639035	-3.18280939215487e-06	results/phylogeography_reference_sensitivity/country_score_jackknife_summary.tsv
historical_reference_keep80	reference_sampling	Historical focal reference, 80% retained	FRA	53	30	jackknife_median	0.866778533858521	0.86191423385046	0.868979250010528	-0.0053509439019227	0.131739411830852	0.129457673047391	0.136884400471955	0.00543145304181311	results/phylogeography_reference_sensitivity/country_score_jackknife_summary.tsv
historical_reference_keep80	reference_sampling	Historical focal reference, 80% retained	JPN	60	30	jackknife_median	0.861733335222036	0.858312311085029	0.866714108885084	-0.00107081404847986	0.156584274514017	0.150098333055735	0.161145932935121	0.00137010092121959	results/phylogeography_reference_sensitivity/country_score_jackknife_summary.tsv
global_background_keep80	background_sampling	Global background, 80% retained	AUS	37	30	jackknife_median	0.309863855002546	0.308629071759437	0.310739288709507	-0.000736704765453067	0.686119256395649	0.684914373033082	0.687138302985474	0.00106325232613969	results/phylogeography_background_sensitivity/country_score_jackknife_summary.tsv
global_background_keep80	background_sampling	Global background, 80% retained	BEL	82	30	jackknife_median	0.246933133747242	0.246279807454482	0.24741953693688	-0.000522522073088894	0.756095700769654	0.755444352447519	0.75692820105435	0.000607230316963969	results/phylogeography_background_sensitivity/country_score_jackknife_summary.tsv
global_background_keep80	background_sampling	Global background, 80% retained	CHN	153	30	jackknife_median	0.00186155826907968	0.00181230857540408	0.00196347761966185	5.71432035878492e-05	0.998631335816723	0.998572086630725	0.998659189597598	-3.44095066491246e-05	results/phylogeography_background_sensitivity/country_score_jackknife_summary.tsv
global_background_keep80	background_sampling	Global background, 80% retained	FRA	53	30	jackknife_median	0.869749507685884	0.865335115535116	0.871171186300321	-0.0023799700745597	0.128556596849706	0.126762721820747	0.130125967931233	0.00224863806066711	results/phylogeography_background_sensitivity/country_score_jackknife_summary.tsv
global_background_keep80	background_sampling	Global background, 80% retained	JPN	60	30	jackknife_median	0.860415663007154	0.858944901014204	0.862374582396024	-0.00238848626336186	0.158092969515613	0.155649790587937	0.159970536241151	0.00287879592281559	results/phylogeography_background_sensitivity/country_score_jackknife_summary.tsv
