model_month	basis_1	basis_2	basis_3	basis_4	basis_5	basis_6	basis_7	basis_8	basis_9	basis_10	basis_11	basis_12	basis_13	basis_14
2021-12-01	0.0	0.0	0.0	0.0	0.007870063502667987	0.3891008947970718	0.5596338030303826	0.04339523866987764	0.0	0.0	0.0	0.0	0.0	0.0
2022-01-01	0.0	0.0	0.0	0.0	0.001999287613511113	0.30132782545481684	0.6202621489004354	0.07641073803123648	0.0	0.0	0.0	0.0	0.0	0.0
2022-02-01	0.0	0.0	0.0	0.0	0.0001492397227172611	0.21905680495242674	0.6578242130956692	0.12296974222918677	0.0	0.0	0.0	0.0	0.0	0.0
2022-03-01	0.0	0.0	0.0	0.0	0.0	0.14923972271725885	0.665383846315732	0.18536856090350656	7.870063502667498e-06	0.0	0.0	0.0	0.0	0.0
2022-04-01	0.0	0.0	0.0	0.0	0.0	0.09575506263696092	0.6406150075698354	0.2628300981542659	0.0007998316389377982	0.0	0.0	0.0	0.0	0.0
2022-05-01	0.0	0.0	0.0	0.0	0.0	0.056871993708612935	0.5896056282030433	0.3489679431909665	0.004554434897377245	0.0	0.0	0.0	0.0	0.0
2022-06-01	0.0	0.0	0.0	0.0	0.0	0.030262726038425645	0.5193390778967227	0.43679872633224137	0.013599469732610179	0.0	0.0	0.0	0.0	0.0
2022-07-01	0.0	0.0	0.0	0.0	0.0	0.013599469732610125	0.43679872633224126	0.5193390778967228	0.030262726038425742	0.0	0.0	0.0	0.0	0.0
2022-08-01	0.0	0.0	0.0	0.0	0.0	0.0045544348973772745	0.34896794319096713	0.5896056282030429	0.056871993708612796	0.0	0.0	0.0	0.0	0.0
2022-09-01	0.0	0.0	0.0	0.0	0.0	0.0007998316389377982	0.26283009815426606	0.6406150075698352	0.09575506263696092	0.0	0.0	0.0	0.0	0.0
2022-10-01	0.0	0.0	0.0	0.0	0.0	7.8700635026671e-06	0.18536856090350637	0.6653838463157318	0.1492397227172591	0.0	0.0	0.0	0.0	0.0
2022-11-01	0.0	0.0	0.0	0.0	0.0	0.0	0.12296974222918693	0.6578242130956691	0.2190568049524267	0.00014923972271726108	0.0	0.0	0.0	0.0
2022-12-01	0.0	0.0	0.0	0.0	0.0	0.0	0.07641073803123662	0.6202621489004354	0.30132782545481684	0.0019992876135111123	0.0	0.0	0.0	0.0
2023-01-01	0.0	0.0	0.0	0.0	0.0	0.0	0.04339523866987761	0.5596338030303822	0.3891008947970721	0.007870063502668024	0.0	0.0	0.0	0.0
2023-02-01	0.0	0.0	0.0	0.0	0.0	0.0	0.02159545425132094	0.4829225451668776	0.4753926432978246	0.02008935728397699	0.0	0.0	0.0	0.0
2023-03-01	0.0	0.0	0.0	0.0	0.0	0.0	0.008683594881777092	0.39711174499128743	0.5532197012757081	0.04098495885122734	0.0	0.0	0.0	0.0
2023-04-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0023318706674572047	0.30918477218498075	0.6155986990493543	0.0728846580982078	0.0	0.0	0.0	0.0
2023-05-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0002124917145720396	0.2261249964293232	0.6555462669373966	0.11811624491870808	0.0	0.0	0.0	0.0
2023-06-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15490645992301322	0.6660930264824722	0.17899818172384724	2.3318706674570345e-06	0.0	0.0	0.0
2023-07-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09997895486722644	0.6440559742235019	0.25532468092722144	0.0006403899820504105	0.0	0.0	0.0
2023-08-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05986465822646082	0.5951435295544203	0.34096233970575285	0.00402947251336596	0.0	0.0	0.0
2023-09-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03223578010692788	0.5263390621565955	0.4289277883780735	0.012497369358403248	0.0	0.0	0.0
2023-10-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014764530614838555	0.44462594171139525	0.512237657262815	0.02837187041095124	0.0	0.0	0.0
2023-11-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005123119856403404	0.3569875379001855	0.5839085766786118	0.05398076556479934	0.0	0.0	0.0
2023-12-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009837579378334863	0.27040722040433446	0.6369571769440954	0.0916518447137366	0.0	0.0	0.0
2024-01-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8654965339657692e-05	0.1918683589052103	0.6644000883778985	0.14371289775155163	0.0	0.0	0.0
2024-02-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12795440726470989	0.6598538150278572	0.2120917987525655	9.997895486722664e-05	0.0	0.0
2024-03-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08004874775630308	0.6247349683244519	0.29351635020266864	0.0016999337165762895	0.0	0.0
2024-04-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04589821034755959	0.5659149881570125	0.3810778022818515	0.007108999213576596	0.0	0.0
2024-05-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023175005144689665	0.49037724420690487	0.46779278530874807	0.018654965339657367	0.0	0.0
2024-06-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009551342253904546	0.4051051061554974	0.5466779296019904	0.038665621988607714	0.0	0.0
2024-07-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026994317814151222	0.3170819436841581	0.6107498654802105	0.06946875905421646	0.0	0.0
2024-08-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029148383343214663	0.23329112647425268	0.6530252232620418	0.11339216643027325	0.0	0.0
2024-09-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16071485827181578	0.6665223821691175	0.1727623223333166	4.3722575014825956e-07	0.0
2024-10-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10432527030753336	0.6472748301960928	0.24764437340011777	0.000755526096256116	0.0
2024-11-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06296050802134383	0.6005170340237418	0.3312027322528609	0.0053197257020533815	0.0
2024-12-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03429278151945868	0.5332323633334322	0.41529013426328343	0.017184720883825656	0.0
2025-01-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01599430090808889	0.452404187806532	0.4917593148031227	0.03984219648225638	0.0
2025-02-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057372762934449996	0.36501587712440714	0.5524630092441181	0.07678383733802967	0.0
2025-03-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001193917781738088	0.2780508009684257	0.589253952958007	0.13150132829182903	0.0
2025-04-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.643547917902157e-05	0.19849232901995587	0.5939848813165275	0.20748635418433745	0.0
2025-05-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1330719889282781	0.55907517426361	0.3074750737599839	0.0003777630481280416
2025-06-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08380043617640821	0.48756617411728487	0.42004102926439424	0.008592360441912738
2025-07-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0484956227872734	0.3919328059807823	0.5211796525629299	0.03839191866901449
2025-08-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024829758867083912	0.28497791426994074	0.5864491497708066	0.10374317709216868
2025-09-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010475054522051074	0.17950434340060237	0.5914077270032376	0.21861287507410876
2025-10-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003103719858385489	0.0883149377886054	0.5116135903754374	0.39696775197757184
2025-11-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003879649822981808	0.024212541849791165	0.3226249460026189	0.6527745471652916
2025-12-01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
