country_iso3	epidemic_period	lineage_group	feature	category	n_category	n_feature_annotated	n_feature_interpretable	n_feature_missing	n_lineage_tree_total	category_percent_of_annotated	category_percent_of_tree_total
FRA	resurgence	L1_02.07	published_MT_label	MS-MT28	4	5	5	1	6	80	66.6666666666667
FRA	resurgence	L1_02.07	published_MT_label	MISSING	1	5	5	1	6		16.6666666666667
FRA	resurgence	L1_02.07	published_MT_label	MR-MT28-PG1	1	5	5	1	6	20	16.6666666666667
FRA	resurgence	Other_model_lineages	source_ptxP	ptxP3	41	47	47	0	47	87.2340425531915	87.2340425531915
FRA	resurgence	Other_model_lineages	source_ptxP	ptxP1	6	47	47	0	47	12.7659574468085	12.7659574468085
FRA	resurgence	Other_model_lineages	source_fim3	fim3-1	29	43	43	4	47	67.4418604651163	61.7021276595745
FRA	resurgence	Other_model_lineages	source_fim3	fim3-2	8	43	43	4	47	18.6046511627907	17.0212765957447
FRA	resurgence	Other_model_lineages	source_fim3	fim3-26	4	43	43	4	47	9.30232558139535	8.51063829787234
FRA	resurgence	Other_model_lineages	source_fim3	MISSING	4	43	43	4	47		8.51063829787234
FRA	resurgence	Other_model_lineages	source_fim3	fim3-27	1	43	43	4	47	2.32558139534884	2.12765957446809
FRA	resurgence	Other_model_lineages	source_fim3	fim3-4	1	43	43	4	47	2.32558139534884	2.12765957446809
FRA	resurgence	Other_model_lineages	source_antigen_profile	ptxP3/fim3-1	29	43	43	4	47	67.4418604651163	61.7021276595745
FRA	resurgence	Other_model_lineages	source_antigen_profile	ptxP3/fim3-2	8	43	43	4	47	18.6046511627907	17.0212765957447
FRA	resurgence	Other_model_lineages	source_antigen_profile	MISSING	4	43	43	4	47		8.51063829787234
FRA	resurgence	Other_model_lineages	source_antigen_profile	ptxP1/fim3-26	4	43	43	4	47	9.30232558139535	8.51063829787234
FRA	resurgence	Other_model_lineages	source_antigen_profile	ptxP1/fim3-4	1	43	43	4	47	2.32558139534884	2.12765957446809
FRA	resurgence	Other_model_lineages	source_antigen_profile	ptxP3/fim3-27	1	43	43	4	47	2.32558139534884	2.12765957446809
FRA	resurgence	Other_model_lineages	source_23S_raw	23S_rRNA_1	42	47	47	0	47	89.3617021276596	89.3617021276596
FRA	resurgence	Other_model_lineages	source_23S_raw	MS	5	47	47	0	47	10.6382978723404	10.6382978723404
FRA	resurgence	Other_model_lineages	frozen_23S_status	MISSING	42	5	5	42	47		89.3617021276596
FRA	resurgence	Other_model_lineages	frozen_23S_status	MS	5	5	5	42	47	100	10.6382978723404
FRA	resurgence	Other_model_lineages	frozen_PRN_outcome	MISSING	42	5	5	42	47		89.3617021276596
FRA	resurgence	Other_model_lineages	frozen_PRN_outcome	intact	5	5	5	42	47	100	10.6382978723404
FRA	resurgence	Other_model_lineages	frozen_PRN_mechanism	MISSING	42	5	5	42	47		89.3617021276596
FRA	resurgence	Other_model_lineages	frozen_PRN_mechanism	intact	5	5	5	42	47	100	10.6382978723404
FRA	resurgence	Other_model_lineages	published_MT_label	MISSING	47	0	0	47	47		100
JPN	prepandemic	Other_model_lineages	source_ptxP	ptxP1	24	48	48	2	50	50	48
JPN	prepandemic	Other_model_lineages	source_ptxP	ptxP3	22	48	48	2	50	45.8333333333333	44
JPN	prepandemic	Other_model_lineages	source_ptxP	MISSING	2	48	48	2	50		4
JPN	prepandemic	Other_model_lineages	source_ptxP	ptxP8	2	48	48	2	50	4.16666666666667	4
JPN	prepandemic	Other_model_lineages	source_fim3	fim3-1	42	46	46	4	50	91.304347826087	84
JPN	prepandemic	Other_model_lineages	source_fim3	fim3-2	4	46	46	4	50	8.69565217391304	8
JPN	prepandemic	Other_model_lineages	source_fim3	MISSING	4	46	46	4	50		8
JPN	prepandemic	Other_model_lineages	source_antigen_profile	ptxP1/fim3-1	22	46	46	4	50	47.8260869565217	44
JPN	prepandemic	Other_model_lineages	source_antigen_profile	ptxP3/fim3-1	18	46	46	4	50	39.1304347826087	36
JPN	prepandemic	Other_model_lineages	source_antigen_profile	MISSING	4	46	46	4	50		8
JPN	prepandemic	Other_model_lineages	source_antigen_profile	ptxP3/fim3-2	4	46	46	4	50	8.69565217391304	8
JPN	prepandemic	Other_model_lineages	source_antigen_profile	ptxP8/fim3-1	2	46	46	4	50	4.34782608695652	4
JPN	prepandemic	Other_model_lineages	source_23S_raw	23S_rRNA_1	34	48	48	2	50	70.8333333333333	68
JPN	prepandemic	Other_model_lineages	source_23S_raw	MS	14	48	48	2	50	29.1666666666667	28
JPN	prepandemic	Other_model_lineages	source_23S_raw	MISSING	2	48	48	2	50		4
JPN	prepandemic	Other_model_lineages	frozen_23S_status	MISSING	31	19	19	31	50		62
JPN	prepandemic	Other_model_lineages	frozen_23S_status	MS	19	19	19	31	50	100	38
JPN	prepandemic	Other_model_lineages	frozen_PRN_outcome	MISSING	29	21	18	29	50		58
JPN	prepandemic	Other_model_lineages	frozen_PRN_outcome	intact	18	21	18	29	50	85.7142857142857	36
JPN	prepandemic	Other_model_lineages	frozen_PRN_outcome	non_interpretable	3	21	18	29	50	14.2857142857143	6
JPN	prepandemic	Other_model_lineages	frozen_PRN_mechanism	MISSING	29	21	18	29	50		58
JPN	prepandemic	Other_model_lineages	frozen_PRN_mechanism	intact	18	21	18	29	50	85.7142857142857	36
JPN	prepandemic	Other_model_lineages	frozen_PRN_mechanism	insufficient_data	3	21	18	29	50	14.2857142857143	6
JPN	prepandemic	Other_model_lineages	published_MT_label	MISSING	50	0	0	50	50		100
JPN	pandemic	Other_model_lineages	source_ptxP	ptxP3	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	source_fim3	fim3-1	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	source_antigen_profile	ptxP3/fim3-1	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	source_23S_raw	MS	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	frozen_23S_status	MS	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	frozen_PRN_outcome	intact	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	frozen_PRN_mechanism	intact	1	1	1	0	1	100	100
JPN	pandemic	Other_model_lineages	published_MT_label	MISSING	1	0	0	1	1		100
JPN	resurgence	L1_02.07	source_ptxP	MISSING	47	7	7	47	54		87.037037037037
JPN	resurgence	L1_02.07	source_ptxP	ptxP3	7	7	7	47	54	100	12.962962962963
JPN	resurgence	L1_02.07	source_fim3	MISSING	54	0	0	54	54		100
JPN	resurgence	L1_02.07	source_antigen_profile	MISSING	54	0	0	54	54		100
JPN	resurgence	L1_02.07	source_23S_raw	MISSING	47	7	7	47	54		87.037037037037
JPN	resurgence	L1_02.07	source_23S_raw	MS	7	7	7	47	54	100	12.962962962963
JPN	resurgence	L1_02.07	frozen_23S_status	MISSING	47	7	7	47	54		87.037037037037
JPN	resurgence	L1_02.07	frozen_23S_status	MS	7	7	7	47	54	100	12.962962962963
JPN	resurgence	L1_02.07	frozen_PRN_outcome	MISSING	20	34	16	20	54		37.037037037037
JPN	resurgence	L1_02.07	frozen_PRN_outcome	non_interpretable	18	34	16	20	54	52.9411764705882	33.3333333333333
JPN	resurgence	L1_02.07	frozen_PRN_outcome	intact	14	34	16	20	54	41.1764705882353	25.9259259259259
JPN	resurgence	L1_02.07	frozen_PRN_outcome	disrupted	2	34	16	20	54	5.88235294117647	3.7037037037037
JPN	resurgence	L1_02.07	frozen_PRN_mechanism	MISSING	20	34	16	20	54		37.037037037037
JPN	resurgence	L1_02.07	frozen_PRN_mechanism	insufficient_data	16	34	16	20	54	47.0588235294118	29.6296296296296
JPN	resurgence	L1_02.07	frozen_PRN_mechanism	intact	14	34	16	20	54	41.1764705882353	25.9259259259259
JPN	resurgence	L1_02.07	frozen_PRN_mechanism	coding_disrupted_is481	2	34	16	20	54	5.88235294117647	3.7037037037037
JPN	resurgence	L1_02.07	frozen_PRN_mechanism	uncertain_fragmented_assembly	2	34	16	20	54	5.88235294117647	3.7037037037037
JPN	resurgence	L1_02.07	published_MT_label	MISSING	54	0	0	54	54		100
JPN	resurgence	Other_model_lineages	source_ptxP	MISSING	5	1	1	5	6		83.3333333333333
JPN	resurgence	Other_model_lineages	source_ptxP	ptxP1	1	1	1	5	6	100	16.6666666666667
JPN	resurgence	Other_model_lineages	source_fim3	MISSING	6	0	0	6	6		100
JPN	resurgence	Other_model_lineages	source_antigen_profile	MISSING	6	0	0	6	6		100
JPN	resurgence	Other_model_lineages	source_23S_raw	MISSING	5	1	1	5	6		83.3333333333333
JPN	resurgence	Other_model_lineages	source_23S_raw	MS	1	1	1	5	6	100	16.6666666666667
JPN	resurgence	Other_model_lineages	frozen_23S_status	MISSING	5	1	1	5	6		83.3333333333333
JPN	resurgence	Other_model_lineages	frozen_23S_status	MS	1	1	1	5	6	100	16.6666666666667
JPN	resurgence	Other_model_lineages	frozen_PRN_outcome	MISSING	3	3	2	3	6		50
JPN	resurgence	Other_model_lineages	frozen_PRN_outcome	intact	2	3	2	3	6	66.6666666666667	33.3333333333333
JPN	resurgence	Other_model_lineages	frozen_PRN_outcome	non_interpretable	1	3	2	3	6	33.3333333333333	16.6666666666667
JPN	resurgence	Other_model_lineages	frozen_PRN_mechanism	MISSING	3	3	2	3	6		50
JPN	resurgence	Other_model_lineages	frozen_PRN_mechanism	intact	2	3	2	3	6	66.6666666666667	33.3333333333333
JPN	resurgence	Other_model_lineages	frozen_PRN_mechanism	insufficient_data	1	3	2	3	6	33.3333333333333	16.6666666666667
JPN	resurgence	Other_model_lineages	published_MT_label	MISSING	6	0	0	6	6		100
