parameter	mean	se_mean	sd	2.5%	50%	97.5%	n_eff	Rhat
r_coef[2,1]	0.425166117115271	0.00298070300715818	0.25411165310025	-0.058937166920663	0.424831785466738	0.92851659643112	7267.94699715653	0.999612195559674
r_coef[2,2]	0.371419946380705	0.00286162500194154	0.177187864420078	0.0231937795951272	0.371521601340519	0.72199666695096	3833.91521459408	0.999406376984179
r_coef[2,3]	0.0433954098367825	0.00278210154749877	0.170142671408563	-0.279090037336163	0.0443827559554866	0.371273787633147	3740.07696255368	1.00021857911314
r_coef[2,4]	-0.190636446232793	0.0019567327311699	0.151077801007003	-0.482105447763862	-0.195209781028308	0.113656238558213	5961.26310729356	0.999131980142095
r_coef[2,5]	0.0539593587493759	0.00171756877502935	0.147433023183108	-0.23629591555174	0.0533378144247509	0.350738103690351	7368.19769455551	0.999539012076906
r_coef[2,6]	0.256939396638857	0.00178068531155564	0.148704118524164	-0.02591158977255	0.258710411905576	0.550283423370375	6973.83457355043	1.00006281222824
r_coef[2,7]	0.226336448795462	0.00299697154364838	0.159962610144096	-0.0821177039252694	0.225794172503898	0.54560564205111	2848.86405313764	1.00012893881254
r_coef[2,8]	-0.104915267750706	0.00261772684191959	0.162414312117179	-0.431054655561387	-0.104714383625909	0.208362274580425	3849.46115642123	0.999707245099742
r_coef[2,9]	0.198744853699468	0.00233428386683291	0.151572675441881	-0.0917450702532171	0.197951067553046	0.501940121207107	4216.32904440406	0.999570964975205
r_coef[2,10]	0.645088802554637	0.00487961235528647	0.209227916796866	0.249931739453265	0.639776565399304	1.07096062829032	1838.52109540455	0.999798536696482
r_coef[2,11]	0.145658568990471	0.00573457319564695	0.244376709519338	-0.307908935647796	0.134896135475644	0.630315082137471	1816.00660946697	0.999673143452348
r_coef[2,12]	-0.124006939019061	0.00342121824201614	0.179673233437094	-0.458765778770998	-0.129212629784325	0.238317007754173	2758.06952110234	0.999342194792363
r_coef[2,13]	-0.144922426539731	0.00280026163695647	0.185240328242648	-0.503910508768719	-0.144612934937684	0.217419684660333	4375.96522809165	0.999584467410156
r_coef[2,14]	0.0336247433097455	0.00251118791017036	0.195790235765146	-0.335777201407451	0.0275945497941119	0.434687632349248	6078.88090622738	0.999288212913677
r_coef[3,1]	0.158787666052695	0.00373506412365414	0.287461829105259	-0.388444593537627	0.156110905873252	0.739217569717568	5923.30703499197	0.99973968450427
r_coef[3,2]	0.192990287698598	0.00269095247630119	0.201826364598576	-0.190963043121341	0.190917393859979	0.592032008929323	5625.27475045825	0.999564311497433
r_coef[3,3]	0.0816045032797695	0.00256580559677841	0.182091487320633	-0.272759552663217	0.0791072082642726	0.446120110811058	5036.53423361966	0.999346702939115
r_coef[3,4]	-0.129385362261568	0.00214357778574106	0.167798306515481	-0.453584940266173	-0.127282118707728	0.205151184922878	6127.68809848755	1.00013749726027
r_coef[3,5]	-0.0179699312987241	0.00195622089853288	0.167892866846709	-0.332981350536014	-0.0200285971935687	0.320511151924774	7365.94889631234	0.999663194603107
r_coef[3,6]	0.0754558227991031	0.00230478836121549	0.170505213311499	-0.2622940621137	0.0769190461197865	0.408642419688748	5472.84590786351	0.999930317604673
r_coef[3,7]	-0.0161173570491944	0.00194088830779591	0.174019707243445	-0.356810769842241	-0.0193995505305267	0.334864032061235	8038.88433192416	0.999940218900713
r_coef[3,8]	0.0613864803505239	0.00202915905813332	0.163453529521362	-0.250563431862783	0.0623018056085635	0.379764755999246	6488.68100040438	0.999609251867166
r_coef[3,9]	0.0757328243397357	0.00198899847489856	0.165684474447743	-0.246551403170463	0.0749968563824165	0.398588450569043	6938.96550957271	0.99931125427604
r_coef[3,10]	0.116035869965953	0.00182149513832811	0.162862743040044	-0.200846947789153	0.112976289955054	0.436269439965079	7994.42914190846	0.999208222618488
r_coef[3,11]	0.313066224630885	0.0021865614345314	0.165837672957511	0.00251443411889226	0.310015284052085	0.66047470253459	5752.31979475712	0.999341539374575
r_coef[3,12]	0.504948660768088	0.00396163943590418	0.215903851432927	0.0869925161000717	0.502691648181809	0.932837052846812	2970.09873556017	1.0008400461367
r_coef[3,13]	0.190808973840278	0.00564282596280033	0.281834427279449	-0.338491704761207	0.179169821533821	0.755932458819208	2494.56470962227	1.00250720394903
r_coef[3,14]	-0.0995492488668546	0.00520228003206208	0.291089874446496	-0.648925232163951	-0.107741049333835	0.465003479339072	3130.88233000932	1.00069924689575
log_theta_raw[1]	0.00587124181105073	0.00270874499374467	0.0930543827215553	-0.17483501927394	0.00305648542782492	0.18848187346676	1180.15057353964	1.00245565903189
log_theta_raw[2]	-0.0179420296645091	0.0026994908233545	0.0923484300280962	-0.196055993361821	-0.019579826613124	0.164872416552723	1170.29492650276	1.00218588592852
log_theta_raw[3]	-0.031768888963047	0.0027016601925666	0.0921640304956875	-0.212937549689944	-0.034017552616119	0.151953249911017	1163.75476019361	1.00246306188713
log_theta_raw[4]	0.0964087299193371	0.00272635652094368	0.0929897688613739	-0.0897568986041277	0.0953061821871518	0.285438921155557	1163.335663474	1.00234541590613
log_theta_raw[5]	-0.0635291339177388	0.00269234959361474	0.0938117389813756	-0.249019628261348	-0.0652840156756952	0.121138956293272	1214.09164632267	1.00251800000967
import_scale[1]	69.7154372638116	0.953777736648358	65.4765795107628	4.61297932463286	48.6369561869887	249.560040250191	4712.78476830449	0.99960453435563
import_scale[2]	332.131416725972	19.4173248401142	1010.60925448213	5.5291717674751	98.5571826914488	2147.71931130305	2708.86741740923	1.00127931705189
import_scale[3]	10.3457145480067	0.134054708704202	8.78235244699219	1.40368533663091	7.88241401745446	35.0712692508588	4291.97889014068	0.99957028252053
density_feedback[1]	0.195145013228333	0.00252028385257942	0.0969973472784457	0.0243419954630797	0.190474276962295	0.393510378663232	1481.2242055902	1.00042160500921
density_feedback[2]	0.108810892566858	0.00155038814679049	0.0547552166895156	0.0103665721426519	0.105800203008972	0.221608529579243	1247.29771052271	1.00018361072652
density_feedback[3]	0.168037377416755	0.00247265479452344	0.0995586416451277	0.00927350680727305	0.159803436708828	0.381340776628099	1621.17891614925	1.00213782979441
q0[1,1]	0.0411870045308659	0.000304671090537775	0.0245145933399421	0.00799464204289975	0.0361377890554427	0.0998364076986426	6474.21164429012	0.999667159153755
q0[1,2]	0.267780765907802	0.000687126036909502	0.0537789848891292	0.169370083853203	0.265214361081095	0.376102759514549	6125.65297762561	0.999838390971227
q0[1,3]	0.59324291950171	0.000771866492696577	0.0609725696815298	0.470507541136441	0.594377901247103	0.711141658954929	6240.00044726613	0.999462657602984
q0[1,4]	0.00118228629884255	4.09836007474627e-05	0.00244791920780237	4.71974430966478e-06	0.00034548576646409	0.00839970646376883	3567.58176905263	1.00080547776061
q0[1,5]	0.0966070237607794	0.000434933305210885	0.0360315826959171	0.0395082423078888	0.0920176616856423	0.176544913952943	6863.116129985	0.999590840458379
q0[2,1]	0.00687084220362785	8.61491325386089e-05	0.00614020086198714	0.000389165258702028	0.00509022948341656	0.0235843811385958	5079.99563397653	0.999803261669823
q0[2,2]	0.00801607101261566	7.67908002560458e-05	0.00681820125250874	0.000517169245402454	0.00616780480387249	0.0259939438248898	7883.53945070153	0.999593158846241
q0[2,3]	0.172717019684226	0.000366699171682222	0.0298284603888486	0.118887561395723	0.171407509928686	0.23257946426025	6616.70568363869	0.999152825523366
q0[2,4]	0.0710670114479646	0.000241546817628847	0.0201143707654698	0.0371461624849827	0.0693570501384009	0.116835654643548	6934.42191616029	0.999324499356847
q0[2,5]	0.741329055651566	0.000421999200898032	0.0356570065487269	0.668742903533582	0.742076620638123	0.806652912573958	7139.4787357435	0.999357955908825
q0[3,1]	0.00900591059939618	0.000158558234950193	0.0122302480873355	1.53003264480143e-05	0.00439970302089682	0.0441023616499422	5949.67068350295	0.999430394485491
q0[3,2]	0.251478553126933	0.000743059465910268	0.0591634798211358	0.144983908053812	0.248698596851579	0.371302341593274	6339.57695222472	0.99939995092398
q0[3,3]	0.20452368798333	0.000682344804728714	0.055121774943033	0.108199888703219	0.20132851459684	0.322994933140802	6525.87286384187	0.999704288874947
q0[3,4]	0.0129478993544181	0.000193056291554333	0.0142778704123406	0.00026976051893525	0.00810939142572807	0.0532108006760609	5469.64264358515	0.999799088702558
q0[3,5]	0.522043948935923	0.0008524807734082	0.067495070522965	0.390035255191214	0.521435291108956	0.653919102703219	6268.66303213876	0.999275371281911
project_raw[1,1]	-0.054373016771101	0.0102173854814869	0.992401303411297	-2.03151036165504	-0.054367053541427	1.8712820400855	9433.98311258797	0.999224210202831
project_raw[1,2]	-0.0844280950093897	0.0108741210156552	0.963907031390568	-2.00853435160409	-0.053902966623217	1.76017419998916	7857.45627464751	0.999059696518526
project_raw[1,3]	-0.00706325757480328	0.0114249789630504	0.996622586958618	-1.95746253576115	-0.00733498445217789	1.91765141743449	7609.40383630091	1.00007214083379
project_raw[1,4]	0.19708377633965	0.0108660029674489	0.935266106596928	-1.60477258878984	0.188969889342531	2.04201221674917	7408.50798982765	0.999359451612099
project_raw[1,5]	-0.0210320106399266	0.0108863959340649	1.00437185337403	-1.96363031818452	-0.020294905093801	1.97651154015248	8511.78835149593	0.999355357673717
project_raw[2,1]	-0.225319658034034	0.0110835882116134	0.904931636691575	-2.02117820839255	-0.21624935081707	1.50625246812352	6666.0839539941	0.999252340651039
project_raw[2,2]	-0.368399939758712	0.0106771776938584	0.911438758052348	-2.20882307530967	-0.371922493475692	1.44527356196705	7286.8871572785	0.999333453614232
project_raw[2,3]	0.645163958133981	0.0108762860268969	0.874236573983236	-1.08303286614882	0.670126768023996	2.333405103331	6460.95479298106	0.999902142115636
project_raw[2,4]	-0.00458084052533823	0.0106607372875476	0.817116178612906	-1.53147773271817	-0.0104701624921924	1.66677333479298	5874.80068164173	0.999477118622312
project_raw[2,5]	-0.0355657372356183	0.0109427830969434	1.00986959072186	-1.96633325242725	-0.0387062265954158	1.90125300207695	8516.77174338181	0.999267640107252
project_raw[3,1]	-0.118709925383136	0.0109086482300538	0.992313254326297	-2.05501514021472	-0.108613673212206	1.73951245104487	8274.76578169594	0.99925128751183
project_raw[3,2]	0.696039456458591	0.0108811994276142	0.894716696941073	-1.09531794895017	0.721884386881186	2.38634387140139	6761.10287655478	1.00017210968187
project_raw[3,3]	-0.0938406029424118	0.0113598173695777	0.948971299024116	-2.01102617517345	-0.0941986713039607	1.71570519953896	6978.5220764839	0.999067048914035
project_raw[3,4]	-0.489216968391253	0.0109203686888455	0.854349936019414	-2.14936340869856	-0.489882301198834	1.18731204511181	6120.64203136196	1.00017311454071
project_raw[3,5]	-0.0384602386953793	0.0109805896878533	1.00434653574414	-2.03704203475385	-0.0384090719841523	1.87850073680538	8365.96117431009	0.999371062438556
project_raw[4,1]	0.736917680609073	0.0113078213041767	0.889662711041588	-0.986859450080017	0.75324926434833	2.4116527354573	6190.0321211684	0.999495215726512
project_raw[4,2]	-0.357877266174672	0.0113725523979135	0.895025042675784	-2.1011905580537	-0.356347813851278	1.39815700899512	6193.76154037401	0.999862762517322
project_raw[4,3]	-0.133185154184205	0.0106428450704132	0.92365048651096	-1.94616604510546	-0.12821974187937	1.67127425058471	7531.81850865246	0.999430803561589
project_raw[4,4]	-0.219268921681025	0.0117414840061778	0.804473669747856	-1.7514034156892	-0.213184246984577	1.36837716967981	4694.3740007695	1.00004069930191
project_raw[4,5]	-0.0365581761392453	0.0117079267588643	1.02301317868782	-2.07534847027867	-0.0373239793097299	1.95290351937164	7634.88435007628	0.999842226521723
project_raw[5,1]	-0.270241740132061	0.0114717585146322	0.937644932969783	-2.13476800290875	-0.246590901540881	1.53727886087996	6680.6209233994	1.00047962040616
project_raw[5,2]	-0.394626057752257	0.0117462706952106	0.909337755742824	-2.17602954208304	-0.376974028653833	1.36905843006789	5993.0849913806	0.999470950202801
project_raw[5,3]	0.609335248725073	0.011430316747333	0.893308956099243	-1.17199081962645	0.623555279356464	2.29220101059987	6107.82866074077	0.999488418753621
project_raw[5,4]	0.0872395827356057	0.0107306919183686	0.785061530179333	-1.43748478834917	0.0760184392463783	1.62945404254029	5352.44163493172	0.99987464780107
project_raw[5,5]	-0.045261816147575	0.0118163676467465	0.99167120367276	-2.00583890697841	-0.0459603865110656	1.90959673579582	7043.15773680235	0.999606855447087
project_raw[6,1]	-0.31626459500489	0.0107412334342165	0.908848157911425	-2.12196988138344	-0.31259311434869	1.41148267521432	7159.36249997008	0.999712235345423
project_raw[6,2]	-0.201447843545299	0.010244485221201	0.955302545627577	-2.05497942319068	-0.191787893065509	1.65928278987231	8695.64075857231	0.999584802813115
project_raw[6,3]	-0.357926953411463	0.0105696966898688	0.775811120081021	-1.86874138347579	-0.344444759176172	1.1524162657937	5387.49587639759	0.999436318790274
project_raw[6,4]	-1.20956327119429	0.0119985232863647	0.720487395719501	-2.6349154530563	-1.19871155168955	0.192660588151518	3605.76299883963	0.999957293566674
project_raw[6,5]	2.10479729475643	0.0112273958995551	0.761643787766969	0.666248282896035	2.09706794248751	3.63682449891328	4601.99067588455	0.999870874888006
project_raw[7,1]	-0.0149726537477748	0.0104718152052204	1.01411675363725	-2.00545960060325	-0.0121909484113473	1.91444785852601	9378.46961436854	0.999134960916916
project_raw[7,2]	-0.0121499372279997	0.0107228162862293	0.984308411716509	-1.95449636455024	-0.0120801048150326	1.85872869015282	8426.45027739803	1.00009736617506
project_raw[7,3]	-0.0543735859657711	0.0102723819309258	0.994495586521767	-1.97745175852592	-0.0479583899223715	1.88654941520667	9372.67166991576	0.999491225987322
project_raw[7,4]	0.123534336141594	0.0118171708719927	0.96344573707269	-1.72716083856195	0.111258671280545	2.00267376082548	6647.02769538714	0.999721910262947
project_raw[7,5]	-0.0307728840278014	0.0112121684516298	1.0003559775481	-2.02520024369366	-0.0332198140092041	1.94061482873206	7960.30879587609	0.999772362100197
project_raw[8,1]	-0.204898505391958	0.0103687265919325	0.957568176155619	-2.12744028648595	-0.228667434499779	1.71387032462904	8528.81241893777	0.999528289195799
project_raw[8,2]	-0.324346914851579	0.0117518675721378	0.928993636628605	-2.15228269770516	-0.329163480772555	1.44890412672977	6249.01692051471	0.999654387084858
project_raw[8,3]	-0.313035229758876	0.0111250125956954	0.910736250065325	-2.10461127724564	-0.296212925272607	1.41780947220682	6701.68828384734	0.999462625613154
project_raw[8,4]	0.831529782296477	0.0117577705547774	0.91056165663155	-1.00394943631086	0.831768723821185	2.63740253678729	5997.47926101773	0.999790607318511
project_raw[8,5]	-0.0279760262502919	0.0116175481098924	0.982720327760723	-1.98921880672803	-0.0164149216721531	1.90320648621163	7155.35062728316	0.99919395964941
project_raw[9,1]	-0.135785573769983	0.0108286723544412	0.935645917488435	-1.97403271313563	-0.139671035529093	1.66912699470426	7465.73597715245	0.999407333583794
project_raw[9,2]	-0.0296210499445067	0.011578667535025	0.956470588132809	-1.97746752751121	-0.0308933263360155	1.82780495643418	6823.79657806963	1.00011075955896
project_raw[9,3]	0.580517839492044	0.0109926176533771	0.88074555166096	-1.17272810245155	0.59042675938131	2.29797775669333	6419.46258074295	0.999112934365705
project_raw[9,4]	-0.199609262933882	0.0120877540443451	0.840212397704551	-1.82318094555061	-0.208372772177281	1.47420178546807	4831.5551557013	0.99964846034329
project_raw[9,5]	-0.225109104703328	0.0112318298209079	0.962309115941098	-2.17983885296632	-0.243364122788954	1.65357701692072	7340.54272047726	0.9991332149814
project_raw[10,1]	0.229763398212641	0.0114981725999056	0.831969686177541	-1.44828773106249	0.229867233065479	1.85283076452742	5235.49028317633	0.999938170501272
project_raw[10,2]	0.840242204172364	0.0120872856161337	0.711620118488996	-0.57624539193609	0.853854529364692	2.22698422135293	3466.08226868628	0.999962261023499
project_raw[10,3]	0.701969594590465	0.011496128278449	0.698091637194497	-0.703873232916914	0.698824494839307	2.06110584450912	3687.41203172969	0.999566982380398
project_raw[10,4]	-1.31380713654034	0.0134184952366184	0.91904792875989	-3.12949049915467	-1.32351157689063	0.472482476299553	4691.03516537001	0.999548631651644
project_raw[10,5]	-0.461481724358473	0.0116010535083713	0.855177251078377	-2.19766148687353	-0.441653867164268	1.14496498313602	5433.97228650494	1.00030041834274
project_raw[11,1]	-0.00503244005275714	0.0108311812931408	0.968491022640199	-1.92587662626858	-0.00569481472418502	1.95199706888522	7995.38808281326	0.99969482012172
project_raw[11,2]	0.000994972241806733	0.0115320246324957	0.987288485342356	-1.89594472463154	-0.00440738383798484	1.92241727440815	7329.54509302762	0.999310190667002
project_raw[11,3]	-0.0040173178535179	0.0112541063428545	0.966258364546826	-1.88514630877576	0.00114361497928085	1.88267011443362	7371.64654872228	0.999480524136096
project_raw[11,4]	0.0840765366840795	0.0105144449300717	0.963864035923783	-1.87853377834383	0.0778184229734072	1.97524542763643	8403.4738040035	1.00042920749184
project_raw[11,5]	-0.0317815114324994	0.0111553564483898	0.97237013119678	-1.95133548283776	-0.0298108993075703	1.84006206975228	7597.9479843514	0.999206181853702
sigma_project	1.16919788771929	0.00493600848045272	0.2739709820228	0.658450174902639	1.16142696724501	1.73302173874599	3080.75625183848	1.0001996015257
reporting_jump[1]	0.000835004980140798	0.00598961444607271	0.508431924766184	-0.979349802052876	0.000737750921940109	0.975721089802975	7205.56250073758	0.999841750780061
reporting_jump[2]	0.150322351627105	0.00318424196072023	0.272431133274806	-0.357183888441638	0.139946224298849	0.70654359714827	7319.83601883636	0.999846411603717
reporting_jump[3]	0.0109824898168798	0.00539654571366371	0.510008644989843	-0.990820455141078	0.00337217869951455	1.01128539600475	8931.47845473995	0.999948656144196
phi_cases[1]	19.242747736123	0.0543459808770538	4.03243379370679	12.5093587746607	18.8387932177664	28.0962175640196	5505.53627017208	0.99922683475851
phi_cases[2]	10.1934396133127	0.0215799393928766	1.62637079820749	7.22188893223687	10.112148699984	13.5691789397415	5679.87390642261	1.00024619042595
phi_cases[3]	6.37096396687181	0.0158242041964511	1.17572510393677	4.28163838456694	6.28099295423073	8.97430923854811	5520.36540651149	0.999605584032764
genome_concentration	26.3724244387385	0.193436394517568	14.7680943345139	6.8479905510585	23.3525479807348	63.1828935952008	5828.7112097608	1.00018846336752
