country_iso3	model_month	observed_cases	fitted_median	fitted_lower_95	fitted_upper_95	baseline_median	no_import_median	equal_lineage_median
AUS	2023-08-01	156	129.165133281492	111.773011992944	150.023801259347	447.244842870242	267.249086342683	535.970231956202
AUS	2023-09-01	270	215.837764734611	187.833833941572	249.901404142278	592.482192490823	358.380055042049	689.570898847871
AUS	2023-10-01	367	376.867897880982	328.016180262462	434.625803612659	785.226258459412	484.681812212417	888.537102838482
AUS	2023-11-01	633	518.649228671018	449.545627556416	597.521057410054	1039.96876294455	653.198789543302	1136.27472808696
AUS	2023-12-01	585	883.400244746613	762.860072498793	1021.0790398814	1380.70126503321	885.036105889814	1453.96144108377
AUS	2024-01-01	827	901.491312319648	759.954565829939	1112.30407074043	1860.44899856129	1193.1652961945	1941.19726477667
AUS	2024-02-01	846	1229.21263161034	1046.55309238946	1451.69266111841	2436.53330153785	1580.77324924096	2480.39647752218
AUS	2024-03-01	1375	1202.37853167557	1024.95154004568	1399.53971046649	3052.15279769018	2043.57330394872	3026.44204795899
AUS	2024-04-01	2038	1873.95093821977	1613.74106672508	2158.47774689991	3727.37691455847	2592.33653493924	3616.80248188122
AUS	2024-05-01	2578	2721.98344795252	2364.2192786806	3104.67112781706	4487.45337302318	3201.76455554903	4264.78510870347
AUS	2024-06-01	4465	3230.39834842799	2806.88503451298	3702.14498903655	5181.39940625082	3801.79680402224	4816.78260216648
AUS	2024-07-01	5233	5160.75500510777	4473.46415331673	5967.88864497553	5850.21446605299	4333.24696514943	5332.10787377149
AUS	2024-08-01	6661	5788.68790390525	5007.70446736187	6735.06733701741	6343.36443702432	4764.04884052778	5695.10622481578
AUS	2024-09-01	8312	6919.00012945637	5913.34709883506	8150.93698631516	6671.00801829654	5042.12584770993	5902.98572146681
AUS	2024-10-01	7940	7949.53624853028	6717.60522420174	9449.46879772982	6609.57397294121	5120.17775524321	5780.90134987393
AUS	2024-11-01	9308	7361.19289675602	6288.71102635236	8679.22835822223	6365.15312647537	4985.55658155396	5430.63375823471
AUS	2024-12-01	6843	8061.78769430501	6747.81280973276	9662.09378955136	5908.26196359274	4672.89237796879	4978.91972069101
AUS	2025-01-01	5010	5994.06759081359	5136.22620612429	7090.83428968248	5327.16116997818	4269.57763874046	4407.81919553949
AUS	2025-02-01	2881	4437.19171388796	3837.38823037612	5211.45358592021	4712.26966227443	3803.24771278523	3836.77929214359
AUS	2025-03-01	2362	2695.34848634198	2308.04227249417	3178.69684629263	4093.92543921617	3336.25773485285	3290.08816021529
AUS	2025-04-01	1929	2206.46204407601	1885.02122130532	2625.6781216509	3540.9417519107	2886.59252879151	2815.26950619042
AUS	2025-05-01	2008	1816.66117383216	1545.82757851746	2158.03763732324	3079.21579052747	2522.14487686126	2386.98067509871
AUS	2025-06-01	1756	1859.56655491362	1587.61248674183	2201.41484371329	2692.35509132913	2220.54594574161	2047.82896022256
AUS	2025-07-01	1572	1639.5331775543	1391.28979718453	1947.53197534881	2385.72857592385	1969.74895820932	1777.99770863529
AUS	2025-08-01	1704	1473.00956422043	1239.89768558229	1752.98798736138	2133.13439025666	1758.63934956233	1548.53902684141
AUS	2025-09-01	1748	1551.63898978237	1305.20230093101	1850.06341173769	1900.46767707769	1562.07896016159	1345.62125229141
AUS	2025-10-01	1587	1539.0702111004	1286.70801013247	1865.57604641264	1673.83498577609	1373.70465758761	1150.89069959859
AUS	2025-11-01	1496	1355.04922719614	1089.60873667534	1705.37084245	1425.52604197069	1163.45262694572	962.285221950855
AUS	2025-12-01	919	1201.84136633485	882.173758525663	1685.06287460751	1163.31592185448	945.350740784405	765.321393480863
CHN	2019-01-01	1260	1260.000001	1260.000001	1260.000001	1260	1260	1260
CHN	2019-02-01	1444	1640.61737259034	1189.3050604378	2343.72513180656	1640.61737259034	1640.61737259034	1714.97027663001
CHN	2019-03-01	2735	1801.03494757699	1404.16044820457	2389.43262797323	2026.81981154485	2026.81981154485	2198.96094143467
CHN	2019-04-01	2689	3133.50783975803	2538.33685794236	3960.2973414303	2365.48469576404	2365.48469576404	2652.21799996665
CHN	2019-05-01	3129	2944.00133292326	2409.16258647458	3626.8189283894	2627.52231024921	2627.52231024921	3013.53125859061
CHN	2019-06-01	3128	3225.50504443456	2670.72549403125	3927.2084473383	2745.41343721111	2745.41343721111	3217.96461706795
CHN	2019-07-01	3635	3068.88067694493	2553.28102618718	3696.39166784337	2707.30967562074	2707.30967562074	3241.43265386019
CHN	2019-08-01	4388	3352.99168655905	2794.49943921654	4041.80502642356	2564.06413455909	2564.06413455909	3108.64634876689
CHN	2019-09-01	3319	3806.27391161574	3146.68127680461	4610.84634669486	2338.19814247391	2338.19814247391	2845.67140551528
CHN	2019-10-01	1933	2832.32247240101	2353.39692821544	3434.79342905234	2059.93693545379	2059.93693545379	2514.66613881799
CHN	2019-11-01	1653	1665.04259312796	1391.44295129548	1995.86860482559	1764.80995784626	1764.80995784626	2151.8903231538
CHN	2019-12-01	1414	1402.08950371771	1175.72580757734	1674.96577951686	1487.04664293236	1487.04664293236	1795.36903550658
CHN	2020-01-01	1141	1185.87432880663	994.833845023746	1420.92164227794	1238.60440405832	1238.60440405832	1486.23293235334
CHN	2020-02-01	738	954.26867495924	802.326038531712	1149.48329345414	1029.96011906713	1029.96011906713	1221.82976002722
CHN	2020-03-01	874	627.936275149353	524.778456733857	761.550167187864	859.739294218301	859.739294218301	1008.8926568796
CHN	2020-04-01	479	738.234680437396	617.08372386626	898.213769168754	720.503200702226	720.503200702226	833.389906516802
CHN	2020-05-01	277	419.313010520731	349.451182815901	512.075738885407	623.238181618609	623.238181618609	697.347016615637
CHN	2020-06-01	159	250.635631969993	209.47016581622	305.396739444507	551.361603786001	551.361603786001	595.414620632263
CHN	2020-07-01	142	149.000008479794	124.453178617976	180.079184437167	496.101405885324	496.101405885324	518.707539345009
CHN	2020-08-01	142	137.044144183982	114.320583460654	165.089531965388	463.432705785507	463.432705785507	471.658541043224
CHN	2020-09-01	201	141.294055743386	117.974610848781	170.858591035717	444.06026941101	444.06026941101	433.044378041844
CHN	2020-10-01	267	205.627684406616	170.615994380582	247.815944315629	445.146728746999	445.146728746999	416.074438303809
CHN	2020-11-01	291	281.286286060411	231.935058077541	340.318310218769	465.399707118877	465.399707118877	414.769339005293
CHN	2020-12-01	294	316.153194011475	262.252610543727	383.434286407995	498.863105896343	498.863105896343	424.75522341642
CHN	2021-01-01	205	329.891286977379	274.411389203792	398.836498192358	543.667019279207	543.667019279207	443.925883615078
CHN	2021-02-01	115	239.80881029107	200.245913834779	288.110783516819	619.285448233316	619.285448233316	476.905832328889
CHN	2021-03-01	220	139.925771972306	117.05934813714	167.38197219351	717.224414229765	717.224414229765	529.798973811636
CHN	2021-04-01	308	271.657710694068	227.066102054627	325.186195950199	841.920492098046	841.920492098046	597.628536800657
CHN	2021-05-01	427	386.715318439956	321.490159211921	462.283102463118	1022.51356914137	1022.51356914137	680.912014406377
CHN	2021-06-01	519	541.916059018273	451.657674897246	649.251678552868	1236.43931321429	1236.43931321429	782.234906959902
CHN	2021-07-01	820	664.945844062016	552.104819738525	801.140222457859	1512.62264739305	1512.62264739305	898.142677198397
CHN	2021-08-01	1227	1042.09588205247	872.129930664017	1250.37210788018	1832.21224627617	1832.21224627617	1042.25474250152
CHN	2021-09-01	1094	1536.21045252191	1289.00164741423	1836.34839304806	2212.39238203599	2212.39238203599	1222.34684775542
CHN	2021-10-01	825	1384.64819577968	1164.18122942296	1647.62124341245	2666.49199846113	2666.49199846113	1393.0195901728
CHN	2021-11-01	1148	1059.7990906966	890.382552804517	1252.93643028067	3123.41006121276	3123.41006121276	1592.2858159465
CHN	2021-12-01	2254	1440.02532757429	1212.54206160305	1702.16397044927	3617.66863917345	3617.66863917345	1796.13894116349
CHN	2022-01-01	2354	2668.5422251197	2247.01677239927	3185.41349069735	4104.41272495275	4104.41272495275	1981.32757455265
CHN	2022-02-01	2576	2734.52329352907	2294.04684930063	3265.36873012579	4520.03341020491	4520.03341020491	2108.63748046995
CHN	2022-03-01	3747	2903.73941996554	2444.33911142589	3478.32779247115	4811.6855085367	4811.6855085367	2216.45554456982
CHN	2022-04-01	3415	3990.34766448994	3353.53998538819	4806.16846277046	4974.68145140884	4974.68145140884	2251.06964357263
CHN	2022-05-01	3991	3557.41053837511	3015.07878793738	4283.77330986065	4971.18709756485	4971.18709756485	2207.24155093192
CHN	2022-06-01	4213	3984.05219552847	3376.8540827125	4777.72147029765	4858.67664208749	4858.67664208749	2116.59014804985
CHN	2022-07-01	4234	4076.63604348757	3438.97319369007	4895.6513526278	4620.02594297347	4620.02594297347	1952.81964940262
CHN	2022-08-01	5355	3996.20204252367	3350.9093356716	4836.09765303554	4327.06491806168	4327.06491806168	1783.93818328394
CHN	2022-09-01	3849	4857.30950863625	4017.196378992	5949.73575026002	3998.34135056178	3998.34135056178	1615.18559448076
CHN	2022-10-01	2594	3564.10432352518	2953.42362283018	4352.72988928996	3697.91190542357	3697.91190542357	1443.53340001988
CHN	2022-11-01	2160	2485.18815979868	2071.15315820284	3007.2164000481	3453.7003912983	3453.7003912983	1327.3108472961
CHN	2022-12-01	1293	2120.53718220313	1770.91167910471	2561.23081925674	3299.66133540042	3299.66133540042	1223.73182371088
CHN	2023-01-01	883	1342.35546006912	1127.05767382769	1615.98484163864	3195.64484440879	3162.18244821298	1158.78243189871
CHN	2023-02-01	538	962.925172650685	808.042979937699	1166.7305855173	3199.20579653841	3170.06137362292	1126.14658561521
CHN	2023-03-01	821	621.971499458541	519.062511712801	757.723492464835	3326.84079632085	3300.08812799347	1138.30004603514
CHN	2023-04-01	1074	970.967766429106	809.301328204066	1176.17770989975	3598.70952160334	3569.28749828192	1203.03332490771
CHN	2023-05-01	1334	1311.92548215322	1089.63366864598	1589.95393578172	4019.46447338265	3992.81835600089	1320.66693330815
CHN	2023-06-01	1512	1689.7489410007	1403.97534898988	2039.33457027582	4664.78881572309	4634.51466659581	1513.04780046972
CHN	2023-07-01	2767	1997.78474610989	1662.15960304836	2409.26417635904	5723.92098994313	5698.08441279948	1816.66698505341
CHN	2023-08-01	4793	3677.23434059813	3093.96194086406	4382.44841068716	7151.14639474573	7114.48498806877	2269.33370378562
CHN	2023-09-01	4517	6379.52103750959	5396.70942532029	7522.37200598037	9232.58945739978	9193.41251142337	2906.76457351652
CHN	2023-10-01	4430	6303.62974901647	5318.29909803065	7474.80467383965	12111.296020149	12048.1200403575	3818.20149164243
CHN	2023-11-01	6410	6407.51653627534	5369.80748858589	7671.84766639258	15833.7648479254	15776.5990948162	5098.39843031471
CHN	2023-12-01	9126	9174.70465777576	7668.6790942884	10995.6125375195	20760.6510721316	20686.8119547293	6717.19624639523
CHN	2024-01-01	15275	14677.2904687256	9123.55568319795	25590.5898473348	31028.2996201939	30932.6127753704	10212.9171323502
CHN	2024-02-01	17105	20149.8398712114	16902.6747886812	24109.5817759329	37554.1217287821	37485.5397207009	12580.0566788243
CHN	2024-03-01	27078	21855.859346856	18383.2715219179	26098.9364999291	44008.5040316957	43884.5324884422	14856.8756411913
CHN	2024-04-01	91272	31915.6020697205	26668.4009695561	37982.9786898335	48861.1974731829	48733.2390039509	16818.2476234108
CHN	2024-05-01	97669	90696.6188982608	71342.2563769165	112838.619179247	51227.359676629	51109.6017858853	18062.0666174674
CHN	2024-06-01	85817	91729.1524974327	72029.2896555045	114711.769305784	51617.2202795113	51523.3929314296	18278.4777561746
CHN	2024-07-01	74964	77449.3409306841	61306.0416942398	96984.2778527635	49191.401154008	49115.7734932391	17501.598844009
CHN	2024-08-01	43216	64995.279017978	51731.7678559617	81372.1493487521	44439.7142509601	44371.9453909367	15879.4061260987
CHN	2024-09-01	17316	37710.688637453	30791.6592330888	46584.0979865232	38695.4577595963	38675.9898061283	13948.3443060285
CHN	2024-10-01	10118	15872.9485724685	13154.8192358915	19365.3585903737	32598.0220312677	32560.0914149399	11793.06304161
CHN	2024-11-01	7829	9353.98274077868	7732.60078641497	11418.9873730254	26701.3903171248	26689.6663854853	9685.78852989494
CHN	2024-12-01	6662	7126.34147998215	5899.67116879513	8698.4447104266	21522.4732904785	21489.2762639896	7790.01210169116
CHN	2025-01-01	5611	5942.15500268694	4922.84555017591	7222.31791896836	17214.3798564903	17207.6793163329	6185.02396209908
CHN	2025-02-01	4298	4922.17795039932	4096.44007541138	5997.41011618156	13592.7936563677	13581.651118808	4850.77342741937
CHN	2025-03-01	4186	3755.33386070296	3121.07858994344	4593.05447128308	10726.6562304892	10722.1527236246	3793.56475042589
CHN	2025-04-01	4506	3586.94880994199	2974.82413824156	4359.06959301292	8358.88874385312	8355.23048544948	2946.38883555038
CHN	2025-05-01	4260	3750.74927867171	3112.51602832951	4570.67331139415	6590.99150201055	6589.57261166987	2306.79575730394
CHN	2025-06-01	3590	3514.90000986191	2911.12517109366	4304.61727420892	5317.13170734933	5309.12964244923	1822.58228292433
CHN	2025-07-01	2974	2986.78185111742	2447.02130673223	3683.46254223059	4287.94855361327	4286.53664364299	1455.12614950722
CHN	2025-08-01	1774	2523.06575321093	2042.50317098301	3136.26211866502	3563.49431315098	3560.60652943387	1172.39705535058
CHN	2025-09-01	1028	1583.00360295596	1277.59957253609	1991.85419062898	3038.34311691877	3036.64035999889	967.590362211035
CHN	2025-10-01	893	973.174021926965	779.700417207572	1250.65459252362	2703.83623432412	2702.9984188442	833.159266310252
CHN	2025-11-01	1246	892.62502976373	689.527323139542	1194.6166655379	2549.76556869365	2549.15950667168	763.289970667284
CHN	2025-12-01	1313	1294.90887576969	911.206081522769	1918.30586495713	2548.32398029176	2547.56631803348	731.545660055881
JPN	2019-01-01	934	934.000001	934.000001	934.000001	934	934	934
JPN	2019-02-01	922	946.00283808366	635.823305595496	1445.82875589883	946.00283808366	946.00283808366	986.769701856538
JPN	2019-03-01	957	939.521417249126	684.065845299847	1312.54375907551	961.284485052252	961.284485052252	1039.52505139051
JPN	2019-04-01	876	968.276928593414	727.393372528739	1286.66230563421	977.927257457466	977.927257457466	1085.02917311267
JPN	2019-05-01	862	882.37866649294	681.059586287272	1144.42076573902	971.881578086162	971.881578086162	1116.31139757693
JPN	2019-06-01	1083	855.71102379183	668.869931724534	1091.53282059873	950.636396912958	950.636396912958	1123.28919959647
JPN	2019-07-01	1389	1034.795064559	819.259372134557	1298.84632874111	922.53686484713	922.53686484713	1107.74471032466
JPN	2019-08-01	1038	1267.35285482107	1009.83431209712	1589.70162678018	874.486264872271	874.486264872271	1072.48455599547
JPN	2019-09-01	1243	947.971525601349	761.363530115812	1186.7091019581	811.834870711341	811.834870711341	1003.97702799797
JPN	2019-10-01	930	1088.63833504548	875.195670968243	1368.85149747255	741.108195899766	741.108195899766	926.35676480049
JPN	2019-11-01	833	815.893733996149	660.472191868908	1022.05605847086	656.963017134222	656.963017134222	838.848776211964
JPN	2019-12-01	719	721.960058311417	583.129552363907	901.27460471568	578.336397550846	578.336397550846	749.147147716302
JPN	2020-01-01	535	617.791856685431	499.304943232032	770.254953789451	501.631456225869	501.631456225869	658.828999636608
JPN	2020-02-01	453	460.885600953682	371.173563419523	575.490965590035	433.229970156815	433.229970156815	570.914912594579
JPN	2020-03-01	503	389.425534829367	312.762877508449	489.199661116162	367.783758928595	367.783758928595	493.81090447853
JPN	2020-04-01	130	426.841263966908	341.524100868842	533.958388759232	318.352672179313	318.352672179313	427.514458641031
JPN	2020-05-01	65	115.685607722037	92.8541498497025	146.017432095054	275.474116203132	275.474116203132	371.531457064317
JPN	2020-06-01	71	58.681650006332	47.4459378479914	74.1323972659865	238.734779309602	238.734779309602	325.740957904388
JPN	2020-07-01	38	64.4331717407749	52.2790853976582	80.5139624763717	211.346515648678	211.346515648678	288.384804807539
JPN	2020-08-01	52	35.2019356441234	28.6547625271828	43.8789097400736	185.784070481266	185.784070481266	260.683622358906
JPN	2020-09-01	48	48.4821404771831	39.4098259137721	60.6477810857755	169.746142433159	169.746142433159	236.49563459714
JPN	2020-10-01	36	45.4965007430735	36.8149393631743	57.1712356949206	156.2624303412	156.2624303412	215.764409331216
JPN	2020-11-01	54	34.8522174862389	28.1012143147819	43.8800067906739	145.914413687291	145.914413687291	200.287676629072
JPN	2020-12-01	41	52.7491950475835	42.5378246824745	66.597219612361	138.820500462529	138.820500462529	191.158656662011
JPN	2021-01-01	33	40.8748884826439	32.9931816047009	51.4078510286492	133.22489640595	133.22489640595	182.248509635749
JPN	2021-02-01	31	33.5158629418854	27.2467240977999	41.9711983226238	130.272788125415	130.272788125415	177.760190842384
JPN	2021-03-01	44	31.969344602425	26.0889688582193	39.9227299845756	129.154103465912	129.154103465912	174.609754444214
JPN	2021-04-01	20	45.6291353120459	36.9967431566424	56.9612818089701	131.119898669379	131.119898669379	173.030905481596
JPN	2021-05-01	36	21.333430255458	17.1983761661514	26.6439337618375	133.430749904617	133.430749904617	173.924699900642
JPN	2021-06-01	49	38.2310857670267	30.6155275721553	47.727391271027	138.496946714695	138.496946714695	178.405641833767
JPN	2021-07-01	36	51.9828205375292	41.518573959376	64.9932844589377	145.525873698247	145.525873698247	183.044199803634
JPN	2021-08-01	31	38.4810159278742	30.7923637850061	47.9792763489462	151.014775186345	151.014775186345	186.820269323289
JPN	2021-09-01	39	33.2474659598526	26.6802854353154	41.3059195632486	154.763357093407	154.763357093407	188.868605650941
JPN	2021-10-01	53	41.569386240484	33.4958892063564	51.5126748994513	159.062452874307	159.062452874307	188.089159870488
JPN	2021-11-01	99	55.9806756255894	45.3283418392079	69.5144150928789	164.031089077909	164.031089077909	187.810646773494
JPN	2021-12-01	92	102.981999564904	82.9575894479561	129.116592328407	166.659718520742	166.659718520742	187.101796624339
JPN	2022-01-01	40	95.4839444983141	76.7497528619438	120.584895064333	171.184665785741	171.184665785741	182.909673282275
JPN	2022-02-01	35	42.0795426046669	33.5905684447387	53.7625030433327	176.965457125738	176.965457125738	179.68322641576
JPN	2022-03-01	25	36.9927567813564	29.4861651566225	47.4496208264067	179.756908454848	179.756908454848	178.771257303289
JPN	2022-04-01	16	26.7651555237679	21.3555384665115	34.0542848585673	182.830224938091	182.830224938091	174.623334816628
JPN	2022-05-01	31	17.4306445438063	14.0203716850509	22.0891397410045	189.851609128284	189.851609128284	170.180501485278
JPN	2022-06-01	29	33.4741421481446	27.099359561439	41.9973777630833	194.535902709602	194.535902709602	170.390294057634
JPN	2022-07-01	14	31.6465000589803	25.697615671799	39.5683933936368	202.449128992259	202.449128992259	173.036603731144
JPN	2022-08-01	20	15.744257182396	12.7192567386229	19.6483247390737	213.526280609101	213.526280609101	175.634200326607
JPN	2022-09-01	30	22.4700303722869	18.1789495608518	28.0050546865744	227.842525325273	227.842525325273	177.362027230608
JPN	2022-10-01	36	33.6614667143689	27.1319644338417	41.989281643573	244.500122891644	244.500122891644	179.969249991285
JPN	2022-11-01	53	40.5397408136477	32.7688977822134	50.7079532587447	265.270602636271	265.270602636271	184.965500617091
JPN	2022-12-01	22	59.7801245133212	48.3405807672037	74.1045670443849	285.862748786028	285.862748786028	188.946350621799
JPN	2023-01-01	35	25.4679975393939	20.6921390662195	31.529251667138	312.562489472904	48.5141285038681	192.338314859714
JPN	2023-02-01	43	40.4136770087395	32.8163389247522	49.6724791095097	336.876759893043	54.7292916962407	200.608626422701
JPN	2023-03-01	34	49.5930970418745	40.1919224249049	61.3903421676513	363.199576118603	62.6375398410408	207.299242883616
JPN	2023-04-01	46	39.5554630690342	32.1000625314948	49.2546750568939	396.146565108362	72.1635845333173	214.825429112382
JPN	2023-05-01	85	53.4571237796295	43.3058217881827	66.819200773477	430.389592391637	82.9010055076434	223.597433192502
JPN	2023-06-01	84	98.1967155321617	79.5470651552608	123.190408943197	464.644502297133	95.1708781150719	233.369414956388
JPN	2023-07-01	116	97.6456024358033	79.3924058951723	122.119321366539	502.121779586506	109.062112992542	242.749739005657
JPN	2023-08-01	55	134.650023932931	109.276660787565	168.373191188311	546.553063477628	127.452790149452	255.095823322415
JPN	2023-09-01	50	65.3119098701879	53.1688961269601	81.3513410987911	590.677850755584	145.636095906327	267.374088695555
JPN	2023-10-01	110	60.0549216214379	48.9410096843317	74.4882741443126	649.479655031063	172.624981915168	283.301215128135
JPN	2023-11-01	80	131.697110816636	107.254149562269	162.644161771665	709.369707602503	204.577741223221	300.45673247043
JPN	2023-12-01	77	97.5621558345147	79.2251506371476	120.825590934654	771.453657026618	241.689894895126	321.095667425727
JPN	2024-01-01	37	160.524422378568	102.068672869241	377.241654122605	957.3675301381	287.186164844216	435.196957174736
JPN	2024-02-01	35	47.2414786127007	38.1772828702355	58.6357815615987	1065.74048438443	348.034785544819	473.484896049874
JPN	2024-03-01	34	45.6264994169238	37.056327471606	56.5722428280327	1217.76762273071	426.240046994245	518.564324892952
JPN	2024-04-01	100	45.2883854613147	37.0260574009999	56.0061914261955	1395.19597926477	529.091258359471	584.070013610543
JPN	2024-05-01	93	133.57224648105	109.716367795562	165.45860724614	1600.93463011458	665.049387589063	668.713138164385
JPN	2024-06-01	150	127.46116700324	104.663734814277	157.834840806329	1875.05956854895	846.943781600574	775.831797734046
JPN	2024-07-01	283	208.977033442524	170.82593889268	260.180301577065	2215.0041653144	1064.17635120475	916.689323943322
JPN	2024-08-01	322	396.265756789079	322.155981415491	496.356430945943	2611.38856266118	1356.97557714967	1084.68194355087
