query_project_id	run_accession	sample_accession	study_accession	study_title	tax_id	scientific_name	collection_date	collection_resolution	country	country_root	country_iso3_guess	first_public	overlap_run_accession	overlap_sample_accession	overlap_study_project	metadata_probe_url
PRJNA1071282	SRR28622189	SAMN40924106	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622190	SAMN40924105	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622197	SAMN40924099	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622199	SAMN40924097	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622200	SAMN40924162	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622202	SAMN40924160	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622203	SAMN40924159	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622206	SAMN40924156	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622207	SAMN40924155	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795982	SAMN39683290	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622212	SAMN40924151	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795985	SAMN39683287	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622215	SAMN40924148	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2023	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795989	SAMN39683283	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622219	SAMN40924091	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622222	SAMN40924142	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2023	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622225	SAMN40924139	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2023	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622226	SAMN40924138	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2023	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795990	SAMN39682896	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622229	SAMN40924135	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2023	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795991	SAMN39683282	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR28622238	SAMN40924086	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795992	SAMN39683281	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR29825615	SAMN39683360	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2022	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR29908478	SAMN40924089	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2024	year	China: Shanghai	China	CHN	2024-09-04	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795988	SAMN39683284	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795994	SAMN39683279	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795993	SAMN39683280	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2019	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795995	SAMN39683213	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795996	SAMN39682889	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795998	SAMN39683211	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27795999	SAMN39683210	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796003	SAMN39683206	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796001	SAMN39683208	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796005	SAMN39683204	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796002	SAMN39683207	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796007	SAMN39682888	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796006	SAMN39683203	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796008	SAMN39683202	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796009	SAMN39683201	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796011	SAMN39683199	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796013	SAMN39683197	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796017	SAMN39683193	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796012	SAMN39683198	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796019	SAMN39683192	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796014	SAMN39683196	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796027	SAMN39683184	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796016	SAMN39683194	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
PRJNA1071282	SRR27796018	SAMN39682887	PRJNA1071282	Whole genome sequencing of Bordetella pertussis in Shanghai, China	520	Bordetella pertussis	2017	year	China: Shanghai	China	CHN	2024-09-29	False	False	True	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJNA1071282&result=read_run&fields=run_accession%2Csample_accession%2Cstudy_accession%2Cstudy_title%2Ctax_id%2Cscientific_name%2Ccollection_date%2Ccountry%2Cfirst_public&format=tsv
