event_id	parent_node	child_node	destination_country	transition_support	parent_country_probability	child_country_probability	top_source_state	top_source_probability_conditional	n_descendant_country_tips	n_descendant_prepandemic	n_descendant_pandemic	n_descendant_resurgence	descendant_date_lower	descendant_date_upper	n_attributed_tips	n_resurgence	n_lineages	sample_span_days	high_support_introduction	post_resurgence_candidate	high_support_post_reseeding	successful_sampled_cluster
NODE_0115->NODE_0116:FRA	NODE_0115	NODE_0116	FRA	0.9537510789510338	0.0462051550298604	0.999954113802002	Europe_other	0.8573395963385255	2	0	0	2	2023-01-01	2024-12-31	2	2	1	730	True	True	True	False
NODE_0078->FRA__SAMEA115874211:FRA	NODE_0078	FRA__SAMEA115874211	FRA	0.999999995529828	4.4701721643959155e-09	1.0	Europe_other	0.9999999601927416	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0107->BEL__SAMEA117989610:BEL	NODE_0107	BEL__SAMEA117989610	BEL	0.9966340589086182	0.0033659410913818	1.0	Europe_other	0.9892430171095308	1	0	0	1	2023-12-20	2023-12-20	1	1	1	0	True	True	True	False
NODE_0108->NODE_0109:JPN	NODE_0108	NODE_0109	JPN	0.9912534928879212	0.0084621686153154	0.9997132348481688	Europe_other	0.9942958269631288	2	0	0	2	2024-01-01	2025-12-31	2	2	1	730	True	True	True	False
NODE_0209->FRA__SAMEA115874242:FRA	NODE_0209	FRA__SAMEA115874242	FRA	0.9999999943585198	5.641480141429241e-09	1.0	Europe_other	0.999999966676113	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0072->BEL__SAMEA117989579:BEL	NODE_0072	BEL__SAMEA117989579	BEL	0.7163766670324826	0.2836233329675174	1.0	FRA	0.4342848897201095	1	0	0	1	2023-10-12	2023-10-12	1	1	1	0	True	True	True	False
NODE_0072->FRA__SAMEA115874214:FRA	NODE_0072	FRA__SAMEA115874214	FRA	0.6888884381597389	0.3111115618402612	1.0	BEL	0.4117115591679465	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0337->JPN__SAMD01797762:JPN	NODE_0337	JPN__SAMD01797762	JPN	0.9999999851153096	1.4884690344200174e-08	1.0	CHN	0.999999991430642	1	0	0	1	2025-05-01	2025-05-31	1	1	1	30	True	True	True	False
NODE_0626->FRA__SAMEA117615785:FRA	NODE_0626	FRA__SAMEA117615785	FRA	0.9999999975369296	2.4630702499176677e-09	1.0	BEL	0.9999999867474344	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0631->FRA__SAMEA115874208:FRA	NODE_0631	FRA__SAMEA115874208	FRA	0.999999904294612	9.570538802087317e-08	1.0	BEL	0.999999986973384	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0268->NODE_0269:FRA	NODE_0268	NODE_0269	FRA	0.7422414499645439	0.0001188687402875	0.7423296897596436	Europe_other	0.9999657078584298	16	0	0	16	2023-01-01	2024-12-31	16	16	1	730	True	True	True	True
NODE_0246->AUS__SAMN45810513:AUS	NODE_0246	AUS__SAMN45810513	AUS	0.9999996717055488	3.282944512780406e-07	1.0	Unknown_other	0.9999853560682193	1	0	0	1	2024-01-01	2024-01-31	1	1	1	30	True	True	True	False
NODE_0559->FRA__SAMEA117615784:FRA	NODE_0559	FRA__SAMEA117615784	FRA	0.9999991035282372	8.964717627984451e-07	1.0	CHN	0.9999995928292904	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0273->BEL__SAMEA117989575:BEL	NODE_0273	BEL__SAMEA117989575	BEL	0.9999995867232708	4.132767291581493e-07	1.0	FRA	0.9999999246845854	1	0	0	1	2023-09-26	2023-09-26	1	1	1	0	True	True	True	False
NODE_0274->BEL__SAMEA117989558:BEL	NODE_0274	BEL__SAMEA117989558	BEL	0.9999996385883106	3.614116893413063e-07	1.0	FRA	0.9999999542098104	1	0	0	1	2023-08-21	2023-08-21	1	1	1	0	True	True	True	False
NODE_0498->NODE_0499:JPN	NODE_0498	NODE_0499	JPN	0.9779090052955526	0.022042284762728	0.9999501921801316	CHN	0.9985987655069748	28	0	0	28	2024-12-09	2025-06-16	28	28	1	189	True	True	True	True
NODE_0474->JPN__SAMD00920280:JPN	NODE_0474	JPN__SAMD00920280	JPN	0.9999998473430354	1.526569646087672e-07	1.0	CHN	0.9999999382426816	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0669->FRA__SAMEA115874203:FRA	NODE_0669	FRA__SAMEA115874203	FRA	0.9999999605813724	3.941862770403085e-08	1.0	BEL	0.9999999789952496	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0475->JPN__SAMD00920276:JPN	NODE_0475	JPN__SAMD00920276	JPN	0.999999843060162	1.5693983815420994e-07	1.0	CHN	0.9999999606376296	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0258->NODE_0259:FRA	NODE_0258	NODE_0259	FRA	0.999637102178044	0.0002854266370563	0.9999225066964472	CHN	0.9998982183619654	5	0	0	5	2023-01-01	2024-12-31	5	5	1	730	True	True	True	True
NODE_0411->NODE_0412:JPN	NODE_0411	NODE_0412	JPN	0.9999148524810236	6.135131896470136e-05	0.9999762023399704	CHN	0.9999961852377052	2	0	0	2	2024-09-18	2024-12-12	2	2	1	85	True	True	True	False
NODE_0279->BEL__SAMEA117989605:BEL	NODE_0279	BEL__SAMEA117989605	BEL	0.9999991477341128	8.522658871915601e-07	1.0	FRA	0.9999999722104308	1	0	0	1	2023-12-14	2023-12-14	1	1	1	0	True	True	True	False
NODE_0356->FRA__SAMEA115874210:FRA	NODE_0356	FRA__SAMEA115874210	FRA	0.9999944867438912	5.5132561088492825e-06	1.0	CHN	0.999997335001881	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0673->FRA__SAMEA115874193:FRA	NODE_0673	FRA__SAMEA115874193	FRA	0.9999887062443212	1.129375567866054e-05	1.0	BEL	0.999999969976165	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0479->JPN__SAMD00920282:JPN	NODE_0479	JPN__SAMD00920282	JPN	0.999998002023877	1.99797612302983e-06	1.0	CHN	0.9999999809506056	1	0	0	1	2025-01-01	2025-12-31	1	1	1	364	True	True	True	False
NODE_0535->NODE_0537:JPN	NODE_0535	NODE_0537	JPN	0.99918938987298	0.0007637876921411	0.999953141775386	CHN	0.9999766716322196	2	0	0	2	2024-11-13	2025-01-21	2	2	1	69	True	True	True	False
NODE_0674->FRA__SAMEA115874206:FRA	NODE_0674	FRA__SAMEA115874206	FRA	0.999988952165544	1.1047834456020928e-05	1.0	BEL	0.9999999600416016	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0281->AUS__SAMN45810580:AUS	NODE_0281	AUS__SAMN45810580	AUS	0.9686373080220207	0.0313626919779793	1.0	FRA	0.9918345424056726	1	0	0	1	2024-05-01	2024-05-31	1	1	1	30	True	True	True	False
NODE_0282->BEL__SAMEA117989617:BEL	NODE_0282	BEL__SAMEA117989617	BEL	0.9999986438101476	1.3561898525557731e-06	1.0	FRA	0.9999999575441428	1	0	0	1	2023-12-31	2023-12-31	1	1	1	0	True	True	True	False
NODE_0480->JPN__SAMD00920279:JPN	NODE_0480	JPN__SAMD00920279	JPN	0.9999978569395688	2.1430604313845098e-06	1.0	CHN	0.9999999821460324	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0283->BEL__SAMEA117989594:BEL	NODE_0283	BEL__SAMEA117989594	BEL	0.9999986772458476	1.3227541523674166e-06	1.0	FRA	0.9999999701270414	1	0	0	1	2023-11-27	2023-11-27	1	1	1	0	True	True	True	False
NODE_0359->JPN__SAMD01593376:JPN	NODE_0359	JPN__SAMD01593376	JPN	0.9999997175530974	2.824469026637298e-07	1.0	CHN	0.9999999824275774	1	0	0	1	2025-01-16	2025-01-16	1	1	1	0	True	True	True	False
NODE_0482->JPN__SAMD01797764:JPN	NODE_0482	JPN__SAMD01797764	JPN	0.9999994801920508	5.198079490937437e-07	1.0	CHN	0.9999999909849442	1	0	0	1	2025-10-01	2025-10-31	1	1	1	30	True	True	True	False
NODE_0649->FRA__SAMEA115874201:FRA	NODE_0649	FRA__SAMEA115874201	FRA	0.9999998844825064	1.1551749341993973e-07	1.0	BEL	0.9999999332278946	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0678->FRA__SAMEA115874190:FRA	NODE_0678	FRA__SAMEA115874190	FRA	0.9999780855974912	2.191440250884415e-05	1.0	BEL	0.9999660621415086	1	0	0	1	2023-01-01	2023-12-31	1	1	1	364	True	True	True	False
NODE_0286->NODE_0287:BEL	NODE_0286	NODE_0287	BEL	0.9997628669134432	0.0001323548931687	0.9998952079368696	FRA	0.9999831778823352	6	0	0	6	2023-05-14	2023-10-08	6	6	1	147	True	True	True	False
NODE_0293->NODE_0294:JPN	NODE_0293	NODE_0294	JPN	0.7061026480557686	0.2864176809250409	0.989518138525508	Europe_other	0.7789767401404721	2	0	0	2	2025-01-21	2025-03-03	2	2	1	41	True	True	True	False
NODE_0484->JPN__SAMD00920273:JPN	NODE_0484	JPN__SAMD00920273	JPN	0.9999994466102566	5.533897433305972e-07	1.0	CHN	0.999999990502308	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0364->NODE_0365:AUS	NODE_0364	NODE_0365	AUS	0.9999917094851386	7.83913076013439e-06	0.9999995486123602	CHN	0.9999720404308085	3	0	0	3	2024-08-01	2024-08-31	3	3	1	30	True	True	True	False
NODE_0486->JPN__SAMD00920272:JPN	NODE_0486	JPN__SAMD00920272	JPN	0.9999984303914063	1.569608593645464e-06	1.0	CHN	0.9999999739390184	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0487->JPN__SAMD00920271:JPN	NODE_0487	JPN__SAMD00920271	JPN	0.999998245397844	1.7546021561267395e-06	1.0	CHN	0.9999999656048132	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0368->JPN__SAMD01593374:JPN	NODE_0368	JPN__SAMD01593374	JPN	0.9999318212308338	6.817876916623951e-05	1.0	CHN	0.9999998962456564	1	0	0	1	2024-12-11	2024-12-11	1	1	1	0	True	True	True	False
NODE_0488->JPN__SAMD00920275:JPN	NODE_0488	JPN__SAMD00920275	JPN	0.9999983590650128	1.6409349873470086e-06	1.0	CHN	0.9999999735916354	1	0	0	1	2024-01-01	2024-12-31	1	1	1	365	True	True	True	False
NODE_0491->JPN__SAMD01797763:JPN	NODE_0491	JPN__SAMD01797763	JPN	0.9999997309827426	2.690172573623015e-07	1.0	CHN	0.9999999918136168	1	0	0	1	2025-07-01	2025-07-31	1	1	1	30	True	True	True	False
NODE_0456->JPN__SAMD01593369:JPN	NODE_0456	JPN__SAMD01593369	JPN	0.996517663310962	0.0034823366890379	1.0	CHN	0.999782632673013	1	0	0	1	2024-09-12	2024-09-12	1	1	1	0	True	True	True	False
NODE_0495->NODE_0496:JPN	NODE_0495	NODE_0496	JPN	0.9979687750345676	0.0019984252304992	0.9999671345859944	CHN	0.9996891316486094	3	0	0	3	2024-12-09	2025-05-19	3	3	1	161	True	True	True	False
NODE_0384->NODE_0385:JPN	NODE_0384	NODE_0385	JPN	0.9987765419141784	0.0011677733669918	0.9999442501780128	CHN	0.9999273394402428	4	0	0	4	2025-01-15	2025-02-25	4	4	1	41	True	True	True	False
