parameter	mean	se_mean	sd	2.5%	25%	50%	75%	97.5%	n_eff	Rhat
r_coef[1,7]	-0.0275786223220895	0.0778533107462785	0.169280245717347	-0.379014646223713	-0.14310192185421	-0.0146340072504391	0.094164759084516	0.282096369039941	4.72779230859814	1.29337969393862
log_theta_raw[1]	0.0477548468069753	0.0498704143604842	0.112016079648057	-0.149743104788458	-0.0315598779258587	0.0383765747551887	0.122249862949438	0.285364110763818	5.04515815351712	1.28117879892808
r_coef[1,6]	-0.0145903618849454	0.0740497963779747	0.16512673399228	-0.362274169741512	-0.119430494149268	-0.00136663610096396	0.0995209757346168	0.286143250755416	4.97264029693061	1.27501046251962
r_coef[1,5]	-0.130879754559077	0.072581086489412	0.162838590897448	-0.468511503271751	-0.236341790816769	-0.121589753065549	-0.0184292245426965	0.161687354222289	5.03347297514144	1.2706071657678
genome_concentration	19.6927743400857	6.71262920166846	15.1850172998363	1.94660542846153	7.08938099473299	16.9368617043581	28.1281667850111	57.087861703372	5.1173517064277	1.26539177012644
project_raw[5,5]	-0.768951033534785	0.410816768926206	0.982682138971301	-2.61341678920046	-1.48159580716792	-0.773670752400961	-0.0583332542317526	1.10492021188632	5.72176214177966	1.22635504043468
r_coef[2,4]	-0.242353992669482	0.0736898759097205	0.177841720509573	-0.601196517264039	-0.354727490922113	-0.232602139504426	-0.122618688938854	0.097083934834163	5.82440615446833	1.22280575222761
r_coef[1,10]	0.416684517560601	0.0613105061180893	0.153037693546219	0.104828376533205	0.315355474579897	0.421842088176192	0.520366412985273	0.710763286881073	6.23055911639126	1.20325379328327
r_coef[2,5]	0.0104648307026214	0.0662140387364267	0.169289808962049	-0.330388278574803	-0.103691964427038	0.0152395451204397	0.128840165183557	0.326828482785991	6.53674393637509	1.19451260940254
log_theta_raw[2]	0.0185409632059353	0.0389992180360396	0.104766936103222	-0.171984281779707	-0.0542951615808431	0.0127383997234871	0.0884205446252446	0.236619216818349	7.2166673659433	1.18124066683317
r_coef[2,3]	-0.0179758943326001	0.0727867408526057	0.195535580812449	-0.408294666593842	-0.150813289524358	-0.00998331847748851	0.117975801919597	0.345793328860208	7.21683945806138	1.17259072693681
log_theta_raw[3]	-0.00308185218718975	0.0368690001759318	0.102725020524168	-0.191370075957998	-0.0747658996692929	-0.00830699109802108	0.065010663441997	0.203625739696305	7.76300297364119	1.16708622292933
r_coef[1,4]	-0.265106933582079	0.0562753762292071	0.154417787555892	-0.572189656568109	-0.366806079481399	-0.26721946470918	-0.160313291981639	0.0393822714700443	7.52935609368601	1.16328609522517
r_coef[2,9]	0.158745672939637	0.0575443411168547	0.166579579582788	-0.176591122670555	0.0501131770692425	0.16285184093182	0.271811834347318	0.467870571095961	8.37988926679132	1.14439707648143
r_coef[2,2]	0.316869600804008	0.0678327394692343	0.200585231867602	-0.100783148092613	0.186492421303908	0.32222221279172	0.455018804072177	0.693951174997608	8.74418215961865	1.14000765680262
r_coef[1,13]	0.0590827780541043	0.0521566739077841	0.1834329832291	-0.291944118308211	-0.0672060915677492	0.058786976470695	0.183490989922615	0.413662675994585	12.3690140289558	1.09885513662288
q0[1,4]	0.00336846002615342	0.00180975189008138	0.00675016870316479	8.87977662396808e-06	0.000216502684982318	0.000852375460655014	0.00319338114359802	0.0234704199663703	13.9120514892114	1.0961373955267
r_coef[2,8]	-0.135644356277219	0.0492249106210056	0.177299315201861	-0.496715394246471	-0.252613028883271	-0.133491211957693	-0.0148507560444245	0.198566927366829	12.9731142824801	1.09419692411213
import_scale[1]	55.4845312217383	17.8582667506046	65.2404649792449	1.25292371449256	11.2579357687824	33.5294430446069	75.8037089284174	226.512183601029	13.3461340851961	1.09062594902677
project_raw[4,1]	-0.35260496070579	0.270195812170158	0.999139731042166	-2.28193798601189	-1.03850988445888	-0.396726628813379	0.329978130738413	1.62282600250246	13.6739891600495	1.08590386428443
project_raw[3,4]	1.01728979449964	0.232760670862917	0.919801485937474	-0.859024792276802	0.403701736536524	1.06831643412574	1.64731498320304	2.71027799322464	15.6159716968587	1.07806974391825
project_raw[2,1]	-0.215535179429402	0.24716175713868	0.964839238952734	-2.04770384455148	-0.885518517262211	-0.237112720062457	0.423860314918098	1.67070554333728	15.2386806111053	1.07655369431914
project_raw[3,5]	-0.196012772480092	0.241052823781687	0.996163274824012	-2.08031081750449	-0.903838028852511	-0.221430214565594	0.505796899608659	1.79099382530043	17.0779841742982	1.07243062932553
project_raw[1,1]	-0.527741077011078	0.218628087076599	0.91230918538776	-2.27560583241282	-1.14461882665924	-0.543656632440521	0.0829862572462464	1.3424734962386	17.4129432747794	1.07240196518513
r_coef[1,14]	-0.146951454617015	0.0465633678836471	0.196726936249779	-0.523498574091799	-0.279293853000404	-0.148944784066074	-0.0186986797920864	0.247634352279725	17.8500274033528	1.06994239628638
r_coef[1,3]	0.207027707196502	0.0385311356255157	0.164638961874255	-0.103445978383075	0.0926129881426822	0.20717682264278	0.317682142188445	0.528729206691088	18.2575130496459	1.06799450480026
r_coef[2,7]	0.197835316434807	0.038480168844788	0.171795392669271	-0.132433615389969	0.0827614386718943	0.195689159563748	0.311951758640136	0.53894718968933	19.9319177744707	1.06500766455774
r_coef[1,12]	-0.0345221321396361	0.0460058496447394	0.217786656498233	-0.450315192338438	-0.18716615487421	-0.0344823907556892	0.111479951964084	0.407057102807121	22.4097196612349	1.06326315781814
project_raw[6,3]	-0.199057535109489	0.213986517619852	0.947371742521706	-2.02200102843305	-0.844414393659699	-0.233638168424477	0.433776474438746	1.71608096022204	19.6005397648488	1.0605357467072
project_raw[4,3]	0.391161854349346	0.188655090285108	0.881997979490557	-1.25333770471135	-0.219502388696773	0.356280936218386	0.989821847499377	2.16377140827072	21.8573811130528	1.05951020349483
r_coef[2,13]	-0.171609711069923	0.0406167569514306	0.192124518863919	-0.551807345657896	-0.301492344356777	-0.171800280239463	-0.0424368173358805	0.194022068941928	22.3745905966317	1.05685006857999
r_coef[2,10]	0.608946335139131	0.0415356964023472	0.221153091259991	0.183986832577737	0.464484374668754	0.608113168649139	0.758234473552614	1.03374037697084	28.3493454318402	1.05588974578788
project_raw[1,2]	-0.389937012945418	0.191592390566809	0.913558439805535	-2.13507158387346	-1.03646339569651	-0.406202136059865	0.229693550010806	1.39763434792716	22.7361096817056	1.05571551112108
r_coef[2,1]	0.376231254174053	0.0552575132639346	0.270720302399437	-0.151159967350907	0.191220267875173	0.373260612062229	0.556714122202789	0.904505763484456	24.0026382457516	1.05462639672866
r_coef[1,2]	0.145765358432047	0.0332304124630974	0.165787829704884	-0.183918848808322	0.0353890612140145	0.145990200922128	0.257572488685921	0.468351976724818	24.8905119272431	1.05334176547306
r_coef[2,6]	0.240630918660686	0.0306503117072044	0.154973462062665	-0.0655182670006349	0.136996295217883	0.236386519425149	0.346603049957537	0.545573956812058	25.564945969596	1.05034523807114
r_coef[2,14]	0.00770663645201417	0.0383680792858509	0.20759567543171	-0.392897932498264	-0.134384443133356	0.00652515980157188	0.145792567646151	0.419831193125119	29.2749718830357	1.04563876335994
project_raw[6,1]	-0.160218800002741	0.176081392683057	0.955402436536847	-2.00823560756236	-0.806243944896099	-0.179358778813179	0.443020882377343	1.79178954554062	29.4405392125459	1.04457336887021
r_coef[2,12]	-0.149400263734988	0.0316375191143987	0.186197138048677	-0.507104004760558	-0.275373326073768	-0.147745985675373	-0.022625397220391	0.214076662866944	34.6370711406873	1.04360720437312
project_raw[2,3]	-0.240948042528008	0.163357585791853	0.964694481486382	-2.07436534522098	-0.902232681482874	-0.258566419714192	0.399472132835344	1.67509957617403	34.8739367325812	1.04033508109227
r_coef[1,11]	0.429663672878653	0.035376515239193	0.243770683812161	-0.0213774082038419	0.261684051490991	0.420487091347657	0.590235275030627	0.9354302639742	47.4824205360278	1.03960278531727
q0[1,5]	0.0917624467056595	0.00598239028930276	0.0369872467418428	0.0305999511278801	0.065093616826315	0.0876051652743586	0.1141429565189	0.173309436307411	38.2256186872284	1.038330068156
project_raw[4,2]	-0.220284797902448	0.145781768108659	0.931275594607382	-2.02186588536742	-0.840997997767627	-0.234623369455549	0.43613431122036	1.60766637228768	40.8084422515995	1.03631490454497
project_raw[5,3]	0.699444433557538	0.0908539141979212	0.65115093518636	-0.519562325547085	0.268588740973471	0.666287725490608	1.11852547308185	2.07798052436908	51.3660360620069	1.03505860847101
r_coef[1,1]	-0.0804862977341678	0.026115703706327	0.236702118492954	-0.525903966667084	-0.246021369223884	-0.0799697105324144	0.0801533480328839	0.380649273014401	82.148724448674	1.0250788902124
project_raw[2,2]	-0.139633522049343	0.0972032927288407	0.972565145143425	-1.99332046142949	-0.777130663828338	-0.152139611402399	0.499691032312868	1.79568032989071	100.109536116087	1.02337654945035
project_raw[5,2]	0.66677264895067	0.0559464265064659	0.688610203125086	-0.698449729622558	0.226604653176218	0.679127637327312	1.10941749319488	2.02488950000421	151.4963616846	1.0210199154009
density_feedback[2]	0.111937049759304	0.00230424254491482	0.0544111620281531	0.0146935659315716	0.0720575439173542	0.111063627906665	0.149481604932869	0.219960247400979	557.595961773888	1.0209178046311
project_raw[6,2]	-0.0937707368341312	0.0829011436801582	0.99070929858756	-2.04741717215356	-0.753564125231923	-0.0921150575748087	0.537275097960932	1.8838301577252	142.814214137374	1.01756196939059
r_coef[2,11]	0.121533388022951	0.00759704073754384	0.24008030239413	-0.332616142980693	-0.0389473568156592	0.115253834166207	0.281203137845069	0.60452474376055	998.674931418449	1.01443614807537
project_raw[1,3]	-0.437836852195039	0.0233490688414996	0.749638144416566	-1.88339069997842	-0.952208464660044	-0.440814403746374	0.0636262726802533	1.05537717816487	1030.77582099465	1.01085646764507
density_feedback[1]	0.20024791421712	0.00297355412164835	0.0993901623458554	0.0198653407361821	0.128896207348722	0.196436878031654	0.267580799453655	0.409297949247951	1117.21074760235	1.01042816694671
q0[2,1]	0.00614571263644408	0.00012086611919127	0.00593739226857085	0.00027811653193563	0.00194874944919895	0.00439559519607147	0.00828981763560472	0.0220570195886567	2413.13894967542	1.00750913792892
q0[1,3]	0.597211920718894	0.000806998785636139	0.0603079509897183	0.47703093544859	0.555953717232185	0.59788419875394	0.640224854547093	0.707644291139897	5584.74546383598	1.00474783724785
q0[2,2]	0.0073173422242846	9.22714863841114e-05	0.00653791747388756	0.000398211125225246	0.0026430212519779	0.00556910030443538	0.00997450936940866	0.0240449918756878	5020.46374689849	1.0035549557094
q0[2,5]	0.741803424798309	0.000452911923258989	0.0349221588986626	0.672224467218097	0.718623310092826	0.742969085062653	0.766659597495904	0.806891196919406	5945.31213168074	1.00248639832676
project_raw[3,2]	-0.311188353673788	0.0118308808261608	0.934936483426466	-2.20086981951755	-0.941436024810564	-0.30342613644934	0.336134028127251	1.44268666658322	6244.96566922163	1.00162760364232
project_raw[5,1]	0.237769737151767	0.0109386860235037	0.753304034818974	-1.35531636172016	-0.245538537967101	0.26957181108857	0.722226598002697	1.66586583120076	4742.53203915358	1.00145359775989
phi_cases[1]	19.5164386401606	0.0545990338749433	4.02770355131645	12.7611585888381	16.731389353972	19.162829303489	21.9813838408202	28.362262747572	5441.83137103565	1.00067141059992
q0[2,3]	0.171498552597146	0.000376354928297141	0.0302244286820745	0.116999879085026	0.150590552617374	0.170340494042269	0.190489462369538	0.233094004295549	6449.42483872038	1.0006680578596
import_scale[2]	319.751312567943	15.1610084253128	792.113743594316	5.04985941627144	35.8615763818103	101.324034208831	277.520842387319	2033.39488098201	2729.72513691113	1.00045686747689
phi_cases[2]	10.1208736757006	0.0222072539323877	1.70601476731645	7.09470376640997	8.9222519852197	10.0204794152318	11.2160151695631	13.7498930066229	5901.68268338642	1.00012661318589
q0[1,2]	0.266172564638401	0.000611795324637337	0.0535705745613876	0.17138210931294	0.227369828324466	0.263307613891034	0.301568898583427	0.377135183523511	7667.26195153517	0.999822556709051
reporting_jump[2]	0.159229929262304	0.00318755101176013	0.271877181705205	-0.354939780046649	-0.0259511962173152	0.155198683332715	0.333672389027816	0.723411030062805	7274.97041129346	0.999811854828509
project_raw[3,1]	-0.180494123480483	0.0117488156319403	0.953754493462737	-2.09079679541971	-0.805082660163421	-0.173053341576781	0.474006250766571	1.63375111348293	6589.99396322638	0.999655151427375
reporting_jump[1]	-0.00316795606657519	0.0063406843133278	0.506698749172336	-1.00382457028922	-0.348086932576112	0.000165540076340556	0.349837402699186	0.981317693645449	6385.97776123372	0.999515196665832
q0[1,1]	0.0414846079108921	0.000289308754721979	0.0232402882732939	0.00882393062096619	0.0247018218078564	0.0372513453816456	0.0534581916540205	0.0978676037444036	6452.97332130376	0.999378032604559
q0[2,4]	0.0732349677438157	0.000248338250303163	0.0206837955992071	0.0386910505143041	0.0583189591890285	0.0713082856088519	0.0864556515034747	0.118136710340186	6937.02470003622	0.999327238291538
project_raw[3,3]	-0.276346919240963	0.0108015517163343	0.871860907751265	-2.00769349241475	-0.859863631922098	-0.261511623505606	0.321206633499313	1.41394198283132	6515.11539078038	0.999214996672627
