analysis_id	lineage	mean	median	lower_95	upper_95	probability_above_reference
country_CHN_no_project	Other	1.06125314397207	1.05387132820701	0.989477331259337	1.16962670320233	0.9365
country_JPN_project_adjusted	L1_01.02	0.928802636015867	0.931179117340857	0.667673211577477	1.16069165965084	0.31475
country_JPN_project_adjusted	L1_02.05	0.936255841452966	0.947711220506088	0.694165495778944	1.15271901950678	0.30725
country_JPN_project_adjusted	L1_02.06	1.00726771242662	1.02003418047523	0.748681182724006	1.21725570493195	0.5725
country_JPN_project_adjusted	L1_02.07	1.2667565449614	1.25117854025066	1.1063988181749	1.50221550245689	1
country_JPN_project_adjusted	Other	0.93502614358036	0.940572015116839	0.694114474532177	1.14597120118166	0.298
country_JPN_no_project	L1_01.02	0.929907167783995	0.933276204808438	0.678045543980193	1.16409909954086	0.31025
country_JPN_no_project	L1_02.05	0.939933362993969	0.952778409417889	0.688957618577061	1.15287364668914	0.33975
country_JPN_no_project	L1_02.06	1.01895288475738	1.03562463283313	0.756131741379743	1.22467034931477	0.6175
country_JPN_no_project	L1_02.07	1.25354814978199	1.23961043029722	1.10713818534585	1.48833431748306	1
country_JPN_no_project	Other	0.929110288224395	0.936466143311172	0.69031382377066	1.13837399444439	0.2745
omit_country_AUS	L1_01.02	0.873130280241932	0.879027400587888	0.65769178473434	1.05257626405363	0.09975
omit_country_AUS	L1_02.05	0.877856665816308	0.889225467817607	0.659781634707176	1.04629646996542	0.10075
omit_country_AUS	L1_02.06	1.05366779296137	1.04882466574331	0.96598702618623	1.16476965731041	0.86625
omit_country_AUS	L1_02.07	1.21664078631903	1.21105848825616	1.12149405854292	1.34265894364418	1
omit_country_AUS	Other	1.03589310003565	1.03131992550155	0.950891168079959	1.1428277129403	0.7595
omit_country_CHN	L1_01.02	1.04489553141322	1.04140360168253	0.992976970332276	1.11841424766375	0.9455
omit_country_CHN	L1_02.05	1.02385010021157	1.01903980931623	0.976240726890728	1.09123821720649	0.7745
omit_country_CHN	L1_02.06	1.00902797010818	1.00499225405511	0.957144601728698	1.07925864894221	0.57275
omit_country_CHN	L1_02.07	1.12578353989464	1.12131329751613	1.06101276745679	1.2199956739545	0.9995
omit_country_CHN	Other	0.829132901724851	0.841221658611438	0.640574042425618	0.954276338443539	0
omit_country_JPN	L1_01.02	1.00576931797785	1.00522314829223	0.973179615077028	1.04087703273974	0.623625
omit_country_JPN	L1_02.05	0.98581846181866	0.986719727997684	0.953249322079815	1.0149566778756	0.17325
omit_country_JPN	L1_02.06	0.966999762026594	0.967644468036344	0.939068852730396	0.991653652262987	0.00425
omit_country_JPN	L1_02.07	1.10669647543592	1.1052518502578	1.06947234569106	1.15385870616661	1
omit_country_JPN	Other	0.943165692559773	0.944991952780986	0.898977125602713	0.977163569715156	0
omit_country_AUS_no_project	L1_01.02	0.868963212315493	0.877368541010045	0.654301535609188	1.03848511010151	0.093
omit_country_AUS_no_project	L1_02.05	0.889276850339788	0.900691344745212	0.674594026458489	1.04890157557473	0.127
omit_country_AUS_no_project	L1_02.06	1.03501079686283	1.02993494323634	0.954721669912634	1.14776011166614	0.7485
omit_country_AUS_no_project	L1_02.07	1.19583057525669	1.18966840082326	1.10795693137828	1.31934331373596	1
omit_country_AUS_no_project	Other	1.06345339344629	1.0568433291299	0.987935440547096	1.17276526861943	0.9415
omit_country_CHN_no_project	L1_01.02	1.04398037149785	1.03962134325893	0.99360615612425	1.11700046076534	0.948
omit_country_CHN_no_project	L1_02.05	1.02895677604919	1.0238844309292	0.985503314406754	1.09753714076897	0.83875
omit_country_CHN_no_project	L1_02.06	1.01371740441084	1.0089181663921	0.968349360966897	1.08248792932863	0.62475
omit_country_CHN_no_project	L1_02.07	1.12328935967113	1.11766201959996	1.06208338276564	1.21563827365061	1
omit_country_CHN_no_project	Other	0.823843841107149	0.836340139989051	0.638203746977973	0.95079505872528	0
omit_country_JPN_no_project	L1_01.02	0.996925280388241	0.996954908035924	0.973088888631826	1.02123368906403	0.391
omit_country_JPN_no_project	L1_02.05	0.987253543581485	0.987350488651409	0.969238538509675	1.00446102246314	0.07025
omit_country_JPN_no_project	L1_02.06	0.965292852218473	0.965982639318535	0.946122295775534	0.980551957536976	0
omit_country_JPN_no_project	L1_02.07	1.08379731804409	1.08257858933178	1.05845210092105	1.11406428149398	1
omit_country_JPN_no_project	Other	0.971448819194791	0.97157766225826	0.956280794846344	0.985705034373779	0.00025
omit_dominant_project_AUS	L1_01.02	0.875316498684266	0.880545920252211	0.662842569317489	1.04842259765457	0.11125
omit_dominant_project_AUS	L1_02.05	0.872160422707106	0.878351464703096	0.663175467703536	1.04286661540883	0.10675
omit_dominant_project_AUS	L1_02.06	1.0536547219825	1.04874576469817	0.965587571289305	1.16231183762373	0.862
omit_dominant_project_AUS	L1_02.07	1.219956298224	1.21425630862779	1.12550396216079	1.34603301732117	1
omit_dominant_project_AUS	Other	1.03743161977066	1.03305429618331	0.953072142564044	1.14615922229729	0.756
omit_dominant_project_CHN	L1_01.02	1.00377056697025	1.00357531497329	0.970511634401155	1.03921389690349	0.5775
omit_dominant_project_CHN	L1_02.05	0.979556767211947	0.980559330204055	0.94419251145568	1.00714537016267	0.0785
omit_dominant_project_CHN	L1_02.06	0.959336211342019	0.960577210122529	0.922037522379675	0.988224990732521	0.0025
omit_dominant_project_CHN	L1_02.07	1.12012605084311	1.11776899875386	1.0770593566926	1.17555724088259	1
omit_dominant_project_CHN	Other	0.94731062827349	0.948751005374562	0.904613785722254	0.98123404539429	0.001
omit_dominant_project_JPN	L1_01.02	1.00424314188647	1.00389184446009	0.971810135341709	1.03737520499445	0.59525
omit_dominant_project_JPN	L1_02.05	0.98394513578029	0.984663793821	0.954551611538912	1.00914024819159	0.10875
omit_dominant_project_JPN	L1_02.06	0.966960590343863	0.967569626707639	0.939325971650075	0.990458476404149	0.00275
omit_dominant_project_JPN	L1_02.07	1.1122826219032	1.11054231210506	1.07647272199645	1.15958180708906	1
omit_dominant_project_JPN	Other	0.941619746681735	0.943531206015256	0.897030712817154	0.974754813424344	0.00025
