tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days
BEL__SAMEA117989512	BEL::SAMEA117989512	BEL	Belgium	2020-01-15	2020-01-15	2020-01-15	ok	day	2020	1	PRJEB88325	ERR14837908	SAMEA117989512		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1912	1912	1912	1912						
BEL__SAMEA117989513	BEL::SAMEA117989513	BEL	Belgium	2020-01-24	2020-01-24	2020-01-24	ok	day	2020	1	PRJEB88325	ERR14837909	SAMEA117989513		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1903	1903	1903	1903						
BEL__SAMEA117989514	BEL::SAMEA117989514	BEL	Belgium	2020-02-21	2020-02-21	2020-02-21	ok	day	2020	2	PRJEB88325	ERR14837910	SAMEA117989514		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1875	1875	1875	1875						
BEL__SAMEA117989515	BEL::SAMEA117989515	BEL	Belgium	2020-03-05	2020-03-05	2020-03-05	ok	day	2020	3	PRJEB88325	ERR14837911	SAMEA117989515		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1862	1862	1862	1862						
BEL__SAMEA117989516	BEL::SAMEA117989516	BEL	Belgium	2020-03-13	2020-03-13	2020-03-13	ok	day	2020	3	PRJEB88325	ERR14837912	SAMEA117989516		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1854	1854	1854	1854						
BEL__SAMEA117989517	BEL::SAMEA117989517	BEL	Belgium	2020-03-16	2020-03-16	2020-03-16	ok	day	2020	3	PRJEB88325	ERR14837913	SAMEA117989517		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1851	1851	1851	1851						
BEL__SAMEA117989518	BEL::SAMEA117989518	BEL	Belgium	2020-03-16	2020-03-16	2020-03-16	ok	day	2020	3	PRJEB88325	ERR14837914	SAMEA117989518		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1851	1851	1851	1851						
BEL__SAMEA117989519	BEL::SAMEA117989519	BEL	Belgium	2020-03-23	2020-03-23	2020-03-23	ok	day	2020	3	PRJEB88325	ERR14837915	SAMEA117989519		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1844	1844	1844	1844						
BEL__SAMEA117989520	BEL::SAMEA117989520	BEL	Belgium	2020-03-23	2020-03-23	2020-03-23	ok	day	2020	3	PRJEB88325	ERR14837916	SAMEA117989520		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1844	1844	1844	1844						
BEL__SAMEA117989521	BEL::SAMEA117989521	BEL	Belgium	2020-04-07	2020-04-07	2020-04-07	ok	day	2020	4	PRJEB88325	ERR14837917	SAMEA117989521		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1829	1829	1829	1829						
BEL__SAMEA117989522	BEL::SAMEA117989522	BEL	Belgium	2020-04-09	2020-04-09	2020-04-09	ok	day	2020	4	PRJEB88325	ERR14837918	SAMEA117989522		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		1827	1827	1827	1827						
BEL__SAMEA117989523	BEL::SAMEA117989523	BEL	Belgium	2020-04-24	2020-04-24	2020-04-24	ok	day	2020	4	PRJEB88325	ERR14837919	SAMEA117989523		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1812	1812	1812	1812						
BEL__SAMEA117989524	BEL::SAMEA117989524	BEL	Belgium	2020-05-20	2020-05-20	2020-05-20	ok	day	2020	5	PRJEB88325	ERR14837920	SAMEA117989524		ena_fastq_download	L1_02.05	Comparator genomic lineage B	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		1786	1786	1786	1786						
BEL__SAMEA117989525	BEL::SAMEA117989525	BEL	Belgium	2022-08-01	2022-08-01	2022-08-01	ok	day	2022	8	PRJEB88325	ERR14837921	SAMEA117989525		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		983	983	983	983						
BEL__SAMEA117989526	BEL::SAMEA117989526	BEL	Belgium	2022-11-14	2022-11-14	2022-11-14	ok	day	2022	11	PRJEB88325	ERR14837922	SAMEA117989526		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		878	878	878	878						
BEL__SAMEA117989527	BEL::SAMEA117989527	BEL	Belgium	2022-11-25	2022-11-25	2022-11-25	ok	day	2022	11	PRJEB88325	ERR14837923	SAMEA117989527		ena_fastq_download	L1_02.06	Comparator genomic lineage C	pandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		867	867	867	867						
BEL__SAMEA117989528	BEL::SAMEA117989528	BEL	Belgium	2023-01-23	2023-01-23	2023-01-23	ok	day	2023	1	PRJEB88325	ERR14837924	SAMEA117989528		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		808	808	808	808						
BEL__SAMEA117989529	BEL::SAMEA117989529	BEL	Belgium	2023-03-31	2023-03-31	2023-03-31	ok	day	2023	3	PRJEB88325	ERR14837925	SAMEA117989529		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		741	741	741	741						
BEL__SAMEA117989530	BEL::SAMEA117989530	BEL	Belgium	2023-04-21	2023-04-21	2023-04-21	ok	day	2023	4	PRJEB88325	ERR14837926	SAMEA117989530		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		720	720	720	720						
BEL__SAMEA117989531	BEL::SAMEA117989531	BEL	Belgium	2023-04-21	2023-04-21	2023-04-21	ok	day	2023	4	PRJEB88325	ERR14837927	SAMEA117989531		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		720	720	720	720						
BEL__SAMEA117989532	BEL::SAMEA117989532	BEL	Belgium	2023-04-25	2023-04-25	2023-04-25	ok	day	2023	4	PRJEB88325	ERR14837928	SAMEA117989532		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		716	716	716	716						
BEL__SAMEA117989533	BEL::SAMEA117989533	BEL	Belgium	2023-05-08	2023-05-08	2023-05-08	ok	day	2023	5	PRJEB88325	ERR14837929	SAMEA117989533		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		703	703	703	703						
BEL__SAMEA117989534	BEL::SAMEA117989534	BEL	Belgium	2023-05-09	2023-05-09	2023-05-09	ok	day	2023	5	PRJEB88325	ERR14837930	SAMEA117989534		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		702	702	702	702						
BEL__SAMEA117989535	BEL::SAMEA117989535	BEL	Belgium	2023-05-14	2023-05-14	2023-05-14	ok	day	2023	5	PRJEB88325	ERR14837931	SAMEA117989535		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		697	697	697	697						
BEL__SAMEA117989536	BEL::SAMEA117989536	BEL	Belgium	2023-05-24	2023-05-24	2023-05-24	ok	day	2023	5	PRJEB88325	ERR14837932	SAMEA117989536		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		687	687	687	687						
BEL__SAMEA117989537	BEL::SAMEA117989537	BEL	Belgium	2023-06-01	2023-06-01	2023-06-01	ok	day	2023	6	PRJEB88325	ERR14837933	SAMEA117989537		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		679	679	679	679						
BEL__SAMEA117989538	BEL::SAMEA117989538	BEL	Belgium	2023-06-07	2023-06-07	2023-06-07	ok	day	2023	6	PRJEB88325	ERR14837934	SAMEA117989538		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		673	673	673	673						
BEL__SAMEA117989539	BEL::SAMEA117989539	BEL	Belgium	2023-06-07	2023-06-07	2023-06-07	ok	day	2023	6	PRJEB88325	ERR14837935	SAMEA117989539		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		673	673	673	673						
BEL__SAMEA117989540	BEL::SAMEA117989540	BEL	Belgium	2023-06-12	2023-06-12	2023-06-12	ok	day	2023	6	PRJEB88325	ERR14837936	SAMEA117989540		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		668	668	668	668						
BEL__SAMEA117989541	BEL::SAMEA117989541	BEL	Belgium	2023-06-12	2023-06-12	2023-06-12	ok	day	2023	6	PRJEB88325	ERR14837937	SAMEA117989541		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		668	668	668	668						
BEL__SAMEA117989542	BEL::SAMEA117989542	BEL	Belgium	2023-06-12	2023-06-12	2023-06-12	ok	day	2023	6	PRJEB88325	ERR14837938	SAMEA117989542		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		668	668	668	668						
BEL__SAMEA117989543	BEL::SAMEA117989543	BEL	Belgium	2023-06-09	2023-06-09	2023-06-09	ok	day	2023	6	PRJEB88325	ERR14837939	SAMEA117989543		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		671	671	671	671						
BEL__SAMEA117989544	BEL::SAMEA117989544	BEL	Belgium	2023-06-20	2023-06-20	2023-06-20	ok	day	2023	6	PRJEB88325	ERR14837940	SAMEA117989544		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		660	660	660	660						
BEL__SAMEA117989545	BEL::SAMEA117989545	BEL	Belgium	2023-07-07	2023-07-07	2023-07-07	ok	day	2023	7	PRJEB88325	ERR14837941	SAMEA117989545		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		643	643	643	643						
BEL__SAMEA117989546	BEL::SAMEA117989546	BEL	Belgium	2023-07-10	2023-07-10	2023-07-10	ok	day	2023	7	PRJEB88325	ERR14837942	SAMEA117989546		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		640	640	640	640						
BEL__SAMEA117989547	BEL::SAMEA117989547	BEL	Belgium	2023-07-03	2023-07-03	2023-07-03	ok	day	2023	7	PRJEB88325	ERR14837943	SAMEA117989547		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		647	647	647	647						
BEL__SAMEA117989548	BEL::SAMEA117989548	BEL	Belgium	2023-07-19	2023-07-19	2023-07-19	ok	day	2023	7	PRJEB88325	ERR14837944	SAMEA117989548		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		631	631	631	631						
BEL__SAMEA117989549	BEL::SAMEA117989549	BEL	Belgium	2023-07-24	2023-07-24	2023-07-24	ok	day	2023	7	PRJEB88325	ERR14837945	SAMEA117989549		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		626	626	626	626						
BEL__SAMEA117989550	BEL::SAMEA117989550	BEL	Belgium	2023-07-25	2023-07-25	2023-07-25	ok	day	2023	7	PRJEB88325	ERR14837946	SAMEA117989550		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		625	625	625	625						
BEL__SAMEA117989551	BEL::SAMEA117989551	BEL	Belgium	2023-07-20	2023-07-20	2023-07-20	ok	day	2023	7	PRJEB88325	ERR14837947	SAMEA117989551		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		630	630	630	630						
BEL__SAMEA117989552	BEL::SAMEA117989552	BEL	Belgium	2023-07-30	2023-07-30	2023-07-30	ok	day	2023	7	PRJEB88325	ERR14837948	SAMEA117989552		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		620	620	620	620						
BEL__SAMEA117989553	BEL::SAMEA117989553	BEL	Belgium	2023-07-27	2023-07-27	2023-07-27	ok	day	2023	7	PRJEB88325	ERR14837949	SAMEA117989553		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		623	623	623	623						
BEL__SAMEA117989554	BEL::SAMEA117989554	BEL	Belgium	2023-07-28	2023-07-28	2023-07-28	ok	day	2023	7	PRJEB88325	ERR14837950	SAMEA117989554		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		622	622	622	622						
BEL__SAMEA117989555	BEL::SAMEA117989555	BEL	Belgium	2023-08-01	2023-08-01	2023-08-01	ok	day	2023	8	PRJEB88325	ERR14837951	SAMEA117989555		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		618	618	618	618						
BEL__SAMEA117989556	BEL::SAMEA117989556	BEL	Belgium	2023-08-04	2023-08-04	2023-08-04	ok	day	2023	8	PRJEB88325	ERR14837952	SAMEA117989556		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		615	615	615	615						
BEL__SAMEA117989557	BEL::SAMEA117989557	BEL	Belgium	2023-08-07	2023-08-07	2023-08-07	ok	day	2023	8	PRJEB88325	ERR14837953	SAMEA117989557		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		612	612	612	612						
BEL__SAMEA117989558	BEL::SAMEA117989558	BEL	Belgium	2023-08-21	2023-08-21	2023-08-21	ok	day	2023	8	PRJEB88325	ERR14837954	SAMEA117989558		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		598	598	598	598						
BEL__SAMEA117989559	BEL::SAMEA117989559	BEL	Belgium	2023-08-22	2023-08-22	2023-08-22	ok	day	2023	8	PRJEB88325	ERR14837955	SAMEA117989559		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		597	597	597	597						
BEL__SAMEA117989560	BEL::SAMEA117989560	BEL	Belgium	2023-08-28	2023-08-28	2023-08-28	ok	day	2023	8	PRJEB88325	ERR14837956	SAMEA117989560		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		591	591	591	591						
BEL__SAMEA117989561	BEL::SAMEA117989561	BEL	Belgium	2023-08-28	2023-08-28	2023-08-28	ok	day	2023	8	PRJEB88325	ERR14837957	SAMEA117989561		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		591	591	591	591						
BEL__SAMEA117989562	BEL::SAMEA117989562	BEL	Belgium	2023-08-26	2023-08-26	2023-08-26	ok	day	2023	8	PRJEB88325	ERR14837958	SAMEA117989562		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		593	593	593	593						
BEL__SAMEA117989564	BEL::SAMEA117989564	BEL	Belgium	2023-08-31	2023-08-31	2023-08-31	ok	day	2023	8	PRJEB88325	ERR14837960	SAMEA117989564		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		588	588	588	588						
BEL__SAMEA117989565	BEL::SAMEA117989565	BEL	Belgium	2023-08-30	2023-08-30	2023-08-30	ok	day	2023	8	PRJEB88325	ERR14837961	SAMEA117989565		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		589	589	589	589						
BEL__SAMEA117989567	BEL::SAMEA117989567	BEL	Belgium	2023-09-07	2023-09-07	2023-09-07	ok	day	2023	9	PRJEB88325	ERR14837963	SAMEA117989567		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		581	581	581	581						
BEL__SAMEA117989568	BEL::SAMEA117989568	BEL	Belgium	2023-09-08	2023-09-08	2023-09-08	ok	day	2023	9	PRJEB88325	ERR14837964	SAMEA117989568		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		580	580	580	580						
BEL__SAMEA117989569	BEL::SAMEA117989569	BEL	Belgium	2023-09-08	2023-09-08	2023-09-08	ok	day	2023	9	PRJEB88325	ERR14837965	SAMEA117989569		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		580	580	580	580						
BEL__SAMEA117989570	BEL::SAMEA117989570	BEL	Belgium	2023-09-08	2023-09-08	2023-09-08	ok	day	2023	9	PRJEB88325	ERR14837966	SAMEA117989570		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		580	580	580	580						
BEL__SAMEA117989571	BEL::SAMEA117989571	BEL	Belgium	2023-09-14	2023-09-14	2023-09-14	ok	day	2023	9	PRJEB88325	ERR14837967	SAMEA117989571		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		574	574	574	574						
BEL__SAMEA117989572	BEL::SAMEA117989572	BEL	Belgium	2023-09-19	2023-09-19	2023-09-19	ok	day	2023	9	PRJEB88325	ERR14837968	SAMEA117989572		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		569	569	569	569						
BEL__SAMEA117989573	BEL::SAMEA117989573	BEL	Belgium	2023-09-25	2023-09-25	2023-09-25	ok	day	2023	9	PRJEB88325	ERR14837969	SAMEA117989573		legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		563	563	563	563						
BEL__SAMEA117989574	BEL::SAMEA117989574	BEL	Belgium	2023-09-25	2023-09-25	2023-09-25	ok	day	2023	9	PRJEB88325	ERR14837970	SAMEA117989574		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		563	563	563	563						
BEL__SAMEA117989575	BEL::SAMEA117989575	BEL	Belgium	2023-09-26	2023-09-26	2023-09-26	ok	day	2023	9	PRJEB88325	ERR14837971	SAMEA117989575		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		562	562	562	562						
BEL__SAMEA117989576	BEL::SAMEA117989576	BEL	Belgium	2023-10-02	2023-10-02	2023-10-02	ok	day	2023	10	PRJEB88325	ERR14837972	SAMEA117989576		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		556	556	556	556						
BEL__SAMEA117989577	BEL::SAMEA117989577	BEL	Belgium	2023-10-05	2023-10-05	2023-10-05	ok	day	2023	10	PRJEB88325	ERR14837973	SAMEA117989577		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		553	553	553	553						
BEL__SAMEA117989578	BEL::SAMEA117989578	BEL	Belgium	2023-10-08	2023-10-08	2023-10-08	ok	day	2023	10	PRJEB88325	ERR14837974	SAMEA117989578		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		550	550	550	550						
BEL__SAMEA117989579	BEL::SAMEA117989579	BEL	Belgium	2023-10-12	2023-10-12	2023-10-12	ok	day	2023	10	PRJEB88325	ERR14837975	SAMEA117989579		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		546	546	546	546						
BEL__SAMEA117989580	BEL::SAMEA117989580	BEL	Belgium	2023-10-13	2023-10-13	2023-10-13	ok	day	2023	10	PRJEB88325	ERR14837976	SAMEA117989580		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		545	545	545	545						
BEL__SAMEA117989581	BEL::SAMEA117989581	BEL	Belgium	2023-10-18	2023-10-18	2023-10-18	ok	day	2023	10	PRJEB88325	ERR14837977	SAMEA117989581		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		540	540	540	540						
BEL__SAMEA117989582	BEL::SAMEA117989582	BEL	Belgium	2023-10-19	2023-10-19	2023-10-19	ok	day	2023	10	PRJEB88325	ERR14837978	SAMEA117989582		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		539	539	539	539						
BEL__SAMEA117989583	BEL::SAMEA117989583	BEL	Belgium	2023-10-17	2023-10-17	2023-10-17	ok	day	2023	10	PRJEB88325	ERR14837979	SAMEA117989583		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		541	541	541	541						
