query_project_id	run_accession	sample_accession	study_accession	collection_date	country	first_public
PRJNA231221	SRR5884862	SAMN07312492	PRJNA231221	2014-08	Canada:BC	2017-08-01
PRJNA231221	SRR5884866	SAMN07312491	PRJNA231221	2014-05	Canada:BC	2017-08-01
PRJNA231221	SRR10073035	SAMN11077950	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073039	SAMN11077952	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073040	SAMN11077952	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073043	SAMN11077954	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073044	SAMN11077954	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073051	SAMN11078006	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR10073056	SAMN11078008	PRJNA231221	missing	USA:MD	2019-09-06
PRJNA231221	SRR11453058	SAMN14214626	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11453063	SAMN14214631	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11453071	SAMN14214639	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11453072	SAMN14214640	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11453073	SAMN14214641	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11453074	SAMN14214642	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11471275	SAMN14214651	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11471905	SAMN14214644	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11471911	SAMN14214647	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11471925	SAMN14214652	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR11471927	SAMN14214653	PRJNA231221	missing	missing	2020-04-14
PRJNA231221	SRR12045493	SAMN13450442	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045545	SAMN13450432	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045563	SAMN13450433	PRJNA231221			2020-06-19
PRJNA231221	SRR12045618	SAMN13450436	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045657	SAMN13450437	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045670	SAMN13450438	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045671	SAMN13450438	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045672	SAMN13450439	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12045687	SAMN13450417	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046249	SAMN13450421	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046250	SAMN13450421	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046257	SAMN13450422	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046259	SAMN13450422	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046687	SAMN13450424	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046688	SAMN13450459	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12046747	SAMN13450462	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047072	SAMN13450464	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047086	SAMN13450465	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047093	SAMN13450466	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047094	SAMN13450466	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047095	SAMN13450467	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047132	SAMN13450469	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047136	SAMN13450470	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047137	SAMN13450471	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047140	SAMN13450472	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047142	SAMN13450473	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047143	SAMN13450474	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047202	SAMN13450476	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047204	SAMN13450476	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047205	SAMN13450394	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047207	SAMN13450395	PRJNA231221			2020-06-19
PRJNA231221	SRR12047225	SAMN13450397	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047229	SAMN13450398	PRJNA231221			2020-06-19
PRJNA231221	SRR12047263	SAMN13450400	PRJNA231221			2020-06-19
PRJNA231221	SRR12047283	SAMN13450401	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047292	SAMN13450403	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047301	SAMN13450405	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047326	SAMN13450406	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047328	SAMN13450407	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047332	SAMN13450409	PRJNA231221			2020-06-19
PRJNA231221	SRR12047334	SAMN13450425	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047336	SAMN13450426	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047342	SAMN13450411	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047343	SAMN13450411	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047344	SAMN13450412	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12047348	SAMN13450414	PRJNA231221	Unknown	Not applicable	2020-06-19
PRJNA231221	SRR12047349	SAMN13450414	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12047978	SAMN13450443	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12047981	SAMN13450444	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048248	SAMN13450446	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048252	SAMN13450448	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048255	SAMN13450449	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048531	SAMN13450453	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048535	SAMN13450455	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048540	SAMN13450428	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048542	SAMN13450428	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048547	SAMN13450429	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048548	SAMN13450430	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR12048549	SAMN13450430	PRJNA231221	Unknown	Not applicable	2020-06-20
PRJNA231221	SRR1206477	SAMN02700075	PRJNA231221	Missing	USA	2014-04-16
PRJNA231221	SRR1206478	SAMN02700075	PRJNA231221	Missing	USA	2014-04-16
PRJNA231221	SRR1206479	SAMN02700076	PRJNA231221	2013-06-05	USA	2014-04-16
PRJNA231221	SRR1206480	SAMN02700076	PRJNA231221	2013-06-05	USA	2014-04-16
PRJNA231221	SRR12066797	SAMN13450480	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12066798	SAMN13450480	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12066799	SAMN13450479	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12066800	SAMN13450479	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12066801	SAMN13450477	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12066802	SAMN13450477	PRJNA231221	Unknown	Not applicable	2020-06-23
PRJNA231221	SRR12825308	SAMN16357208	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825309	SAMN16357208	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825840	SAMN16357210	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825841	SAMN16357212	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825848	SAMN16357215	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825850	SAMN16357216	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825870	SAMN16357197	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825876	SAMN16357200	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825877	SAMN16357200	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825879	SAMN16357201	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825883	SAMN16357202	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825884	SAMN16357203	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825885	SAMN16357203	PRJNA231221	Unknown	USA:VA	2020-10-20
PRJNA231221	SRR12825890	SAMN16357180	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825894	SAMN16357182	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825895	SAMN16357182	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825897	SAMN16357183	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825901	SAMN16357185	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825903	SAMN16357185	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825928	SAMN16357186	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825930	SAMN16357187	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825933	SAMN16357188	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825936	SAMN16357190	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825939	SAMN16357219	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825941	SAMN16357220	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825949	SAMN16357223	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825953	SAMN16357224	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825954	SAMN16357224	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825955	SAMN16357225	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825956	SAMN16357225	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825960	SAMN16357227	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825970	SAMN16357232	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12825971	SAMN16357232	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826189	SAMN16357233	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826191	SAMN16357234	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826194	SAMN16357235	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826201	SAMN16357238	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826203	SAMN16357239	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826206	SAMN16357240	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826208	SAMN16357241	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826210	SAMN16357242	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826212	SAMN16357243	PRJNA231221		Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826218	SAMN16357154	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826220	SAMN16357155	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826221	SAMN16357155	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826224	SAMN16357157	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826227	SAMN16357158	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826229	SAMN16357159	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826230	SAMN16357159	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12826234	SAMN16357161	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827384	SAMN16357163	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827385	SAMN16357163	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827387	SAMN16357164	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827470	SAMN16357168	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827745	SAMN16357171	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827746	SAMN16357172	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827747	SAMN16357172	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827750	SAMN16357174	PRJNA231221		Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827751	SAMN16357174	PRJNA231221		Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827753	SAMN16357175	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827754	SAMN16357176	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827755	SAMN16357176	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-20
PRJNA231221	SRR12827772	SAMN16357204	PRJNA231221	Unknown	USA:MD	2020-10-20
PRJNA231221	SRR12827778	SAMN16357218	PRJNA231221	Unknown	USA:MD	2020-10-20
PRJNA231221	SRR12827780	SAMN16357218	PRJNA231221	Unknown	USA:MD	2020-10-20
PRJNA231221	SRR12931584	SAMN16357245	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12931585	SAMN16357245	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12931595	SAMN16357246	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12931596	SAMN16357246	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12931605	SAMN16357247	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12933226	SAMN16357249	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12933523	SAMN16357251	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12933524	SAMN16357251	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934875	SAMN16357254	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934882	SAMN16357255	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934883	SAMN16357255	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934920	SAMN16357256	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934921	SAMN16357256	PRJNA231221	Unknown	Germany:Langen	2020-10-30
PRJNA231221	SRR12934929	SAMN16357260	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12934956	SAMN16357261	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935058	SAMN16357265	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935228	SAMN16357266	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935229	SAMN16357266	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935259	SAMN16357267	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935269	SAMN16357268	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935273	SAMN16357270	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935274	SAMN16357270	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935279	SAMN16357271	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935282	SAMN16357272	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935283	SAMN16357272	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12935504	SAMN16357274	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936503	SAMN16357275	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936508	SAMN16357277	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936509	SAMN16357277	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936511	SAMN16357277	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936542	SAMN16357278	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936578	SAMN16357281	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936585	SAMN16357282	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936589	SAMN16357283	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936590	SAMN16357283	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12936662	SAMN16357285	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12937426	SAMN16357287	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12937427	SAMN16357287	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12937569	SAMN16357291	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12937575	SAMN16357293	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937577	SAMN16357293	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937826	SAMN16357295	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937827	SAMN16357295	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937846	SAMN16357296	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937902	SAMN16357298	PRJNA231221		Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937905	SAMN16357299	PRJNA231221		Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937938	SAMN16357302	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937939	SAMN16357302	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937950	SAMN16357303	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937951	SAMN16357303	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937953	SAMN16357304	PRJNA231221		Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12937955	SAMN16357305	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938571	SAMN16357308	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938572	SAMN16357308	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938574	SAMN16357309	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938578	SAMN16357310	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-30
PRJNA231221	SRR12938605	SAMN16357313	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938613	SAMN16357314	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938614	SAMN16357315	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938618	SAMN16357317	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938619	SAMN16357317	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938889	SAMN16357319	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938891	SAMN16357320	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938913	SAMN16357321	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938914	SAMN16357322	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938915	SAMN16357322	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938923	SAMN16357323	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938961	SAMN16357328	PRJNA231221	Unknown	Germany: Braunschweig	2020-10-31
PRJNA231221	SRR12938963	SAMN16357329	PRJNA231221	Unknown	USA:MD	2020-10-31
PRJNA231221	SRR12939124	SAMN16357330	PRJNA231221	Unknown	USA:MD	2020-10-31
PRJNA231221	SRR12939125	SAMN16357330	PRJNA231221	Unknown	USA:MD	2020-10-31
PRJNA231221	SRR13668390	SAMN16357468	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13668409	SAMN16357469	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13668413	SAMN16357470	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13668427	SAMN16357471	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669037	SAMN16357474	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669073	SAMN16357475	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669075	SAMN16357476	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669171	SAMN16357478	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669172	SAMN16357478	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13669978	SAMN16357479	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670130	SAMN16357421	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670628	SAMN16357423	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670629	SAMN16357423	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670650	SAMN16357513	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670651	SAMN16357513	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13670814	SAMN16357515	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13672845	SAMN16357514	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13672856	SAMN16357426	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13672888	SAMN16357428	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13672951	SAMN16357429	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673606	SAMN16357430	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673679	SAMN16357431	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673739	SAMN16357432	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673798	SAMN16357436	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673852	SAMN16357441	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673893	SAMN16357443	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673899	SAMN16357446	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673901	SAMN16357446	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673972	SAMN16357448	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673974	SAMN16357449	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13673979	SAMN16357451	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674000	SAMN16357452	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13674005	SAMN16357454	PRJNA231221	Unknown	USA:WA	2021-02-10
PRJNA231221	SRR13674019	SAMN16357456	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674212	SAMN16357457	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674214	SAMN16357457	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674215	SAMN16357458	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674229	SAMN16357459	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674230	SAMN16357460	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674233	SAMN16357461	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674410	SAMN16357482	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674411	SAMN16357484	PRJNA231221	Unknown	USA:MD	2021-03-01
PRJNA231221	SRR13674415	SAMN16357488	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674420	SAMN16357490	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674422	SAMN16357491	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674425	SAMN16357492	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674429	SAMN16357464	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674430	SAMN16357464	PRJNA231221	Unknown	USA:WA	2021-02-11
PRJNA231221	SRR13674432	SAMN16357495	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674436	SAMN16357497	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674438	SAMN16357498	PRJNA231221	Unknown	USA:MD	2021-02-11
PRJNA231221	SRR13674440	SAMN16357499	PRJNA231221	Unknown	USA:MD	2021-02-11
