nas_snapshot_record_id	tree_sample_id	country_iso3	project_id	run_accession	biosample_accession	assembly_accession	assembly_release_date	collection_date_raw	geo_raw	sequencing_tech	source_database	match_status
CHN__SAMN50151934	CHN__SAMN50151934	CHN	PRJNA1295129		SAMN50151934	GCA_053475005	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151935	CHN__SAMN50151935	CHN	PRJNA1295129		SAMN50151935	GCA_053474985	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151936	CHN__SAMN50151936	CHN	PRJNA1295129		SAMN50151936	GCA_053474965	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151937	CHN__SAMN50151937	CHN	PRJNA1295129		SAMN50151937	GCA_053474945	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151938	CHN__SAMN50151938	CHN	PRJNA1295129		SAMN50151938	GCA_053474925	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151939	CHN__SAMN50151939	CHN	PRJNA1295129		SAMN50151939	GCA_053474905	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151940	CHN__SAMN50151940	CHN	PRJNA1295129		SAMN50151940	GCA_053474745	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151941	CHN__SAMN50151941	CHN	PRJNA1295129		SAMN50151941	GCA_053474765	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151942	CHN__SAMN50151942	CHN	PRJNA1295129		SAMN50151942	GCA_053474725	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151943	CHN__SAMN50151943	CHN	PRJNA1295129		SAMN50151943	GCA_053474685	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151944	CHN__SAMN50151944	CHN	PRJNA1295129		SAMN50151944	GCA_053474705	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151945	CHN__SAMN50151945	CHN	PRJNA1295129		SAMN50151945	GCA_053474665	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151946	CHN__SAMN50151946	CHN	PRJNA1295129		SAMN50151946	GCA_053474645	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151947	CHN__SAMN50151947	CHN	PRJNA1295129		SAMN50151947	GCA_053474625	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151948	CHN__SAMN50151948	CHN	PRJNA1295129		SAMN50151948	GCA_053474605	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151949	CHN__SAMN50151949	CHN	PRJNA1295129		SAMN50151949	GCA_053474585	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151950	CHN__SAMN50151950	CHN	PRJNA1295129		SAMN50151950	GCA_053474545	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151951	CHN__SAMN50151951	CHN	PRJNA1295129		SAMN50151951	GCA_053474565	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151952	CHN__SAMN50151952	CHN	PRJNA1295129		SAMN50151952	GCA_053474505	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151953	CHN__SAMN50151953	CHN	PRJNA1295129		SAMN50151953	GCA_053474485	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151954	CHN__SAMN50151954	CHN	PRJNA1295129		SAMN50151954	GCA_053474525	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151955	CHN__SAMN50151955	CHN	PRJNA1295129		SAMN50151955	GCA_053474465	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151956	CHN__SAMN50151956	CHN	PRJNA1295129		SAMN50151956	GCA_053474425	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151957	CHN__SAMN50151957	CHN	PRJNA1295129		SAMN50151957	GCA_053474445	2025-11-13	2018	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151958	CHN__SAMN50151958	CHN	PRJNA1295129		SAMN50151958	GCA_053474405	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151959	CHN__SAMN50151959	CHN	PRJNA1295129		SAMN50151959	GCA_053474385	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151960	CHN__SAMN50151960	CHN	PRJNA1295129		SAMN50151960	GCA_053474365	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151961	CHN__SAMN50151961	CHN	PRJNA1295129		SAMN50151961	GCA_053474325	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151962	CHN__SAMN50151962	CHN	PRJNA1295129		SAMN50151962	GCA_053474345	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151963	CHN__SAMN50151963	CHN	PRJNA1295129		SAMN50151963	GCA_053474305	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151964	CHN__SAMN50151964	CHN	PRJNA1295129		SAMN50151964	GCA_053474285	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151965	CHN__SAMN50151965	CHN	PRJNA1295129		SAMN50151965	GCA_053474265	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151966	CHN__SAMN50151966	CHN	PRJNA1295129		SAMN50151966	GCA_053474245	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151967	CHN__SAMN50151967	CHN	PRJNA1295129		SAMN50151967	GCA_053474205	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151968	CHN__SAMN50151968	CHN	PRJNA1295129		SAMN50151968	GCA_053474225	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151969	CHN__SAMN50151969	CHN	PRJNA1295129		SAMN50151969	GCA_053474185	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151970	CHN__SAMN50151970	CHN	PRJNA1295129		SAMN50151970	GCA_053474145	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151971	CHN__SAMN50151971	CHN	PRJNA1295129		SAMN50151971	GCA_053474165	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151972	CHN__SAMN50151972	CHN	PRJNA1295129		SAMN50151972	GCA_053474125	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151973	CHN__SAMN50151973	CHN	PRJNA1295129		SAMN50151973	GCA_053474105	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151974	CHN__SAMN50151974	CHN	PRJNA1295129		SAMN50151974	GCA_053474085	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151975	CHN__SAMN50151975	CHN	PRJNA1295129		SAMN50151975	GCA_053474065	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151976	CHN__SAMN50151976	CHN	PRJNA1295129		SAMN50151976	GCA_053474045	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151977	CHN__SAMN50151977	CHN	PRJNA1295129		SAMN50151977	GCA_053474025	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151978	CHN__SAMN50151978	CHN	PRJNA1295129		SAMN50151978	GCA_053474005	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151979	CHN__SAMN50151979	CHN	PRJNA1295129		SAMN50151979	GCA_053473985	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151980	CHN__SAMN50151980	CHN	PRJNA1295129		SAMN50151980	GCA_053473965	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151981	CHN__SAMN50151981	CHN	PRJNA1295129		SAMN50151981	GCA_053473945	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151982	CHN__SAMN50151982	CHN	PRJNA1295129		SAMN50151982	GCA_053473925	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151983	CHN__SAMN50151983	CHN	PRJNA1295129		SAMN50151983	GCA_053473905	2025-11-13	2019	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151990	CHN__SAMN50151990	CHN	PRJNA1295129		SAMN50151990	GCA_053473765	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151991	CHN__SAMN50151991	CHN	PRJNA1295129		SAMN50151991	GCA_053473745	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151995	CHN__SAMN50151995	CHN	PRJNA1295129		SAMN50151995	GCA_053473665	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50151998	CHN__SAMN50151998	CHN	PRJNA1295129		SAMN50151998	GCA_053473605	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152004	CHN__SAMN50152004	CHN	PRJNA1295129		SAMN50152004	GCA_053473485	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152005	CHN__SAMN50152005	CHN	PRJNA1295129		SAMN50152005	GCA_053473465	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152007	CHN__SAMN50152007	CHN	PRJNA1295129		SAMN50152007	GCA_053473425	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152013	CHN__SAMN50152013	CHN	PRJNA1295129		SAMN50152013	GCA_053473305	2025-11-13	2021	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152020	CHN__SAMN50152020	CHN	PRJNA1295129		SAMN50152020	GCA_053473185	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152021	CHN__SAMN50152021	CHN	PRJNA1295129		SAMN50152021	GCA_053473145	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152026	CHN__SAMN50152026	CHN	PRJNA1295129		SAMN50152026	GCA_053473045	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152028	CHN__SAMN50152028	CHN	PRJNA1295129		SAMN50152028	GCA_053473005	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152031	CHN__SAMN50152031	CHN	PRJNA1295129		SAMN50152031	GCA_053472945	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152036	CHN__SAMN50152036	CHN	PRJNA1295129		SAMN50152036	GCA_053472845	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152040	CHN__SAMN50152040	CHN	PRJNA1295129		SAMN50152040	GCA_053472765	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152043	CHN__SAMN50152043	CHN	PRJNA1295129		SAMN50152043	GCA_053472705	2025-11-13	2022	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152046	CHN__SAMN50152046	CHN	PRJNA1295129		SAMN50152046	GCA_053472645	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152047	CHN__SAMN50152047	CHN	PRJNA1295129		SAMN50152047	GCA_053472665	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152049	CHN__SAMN50152049	CHN	PRJNA1295129		SAMN50152049	GCA_053472595	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152051	CHN__SAMN50152051	CHN	PRJNA1295129		SAMN50152051	GCA_053472545	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152052	CHN__SAMN50152052	CHN	PRJNA1295129		SAMN50152052	GCA_053472565	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152053	CHN__SAMN50152053	CHN	PRJNA1295129		SAMN50152053	GCA_053472525	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152054	CHN__SAMN50152054	CHN	PRJNA1295129		SAMN50152054	GCA_053472465	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152056	CHN__SAMN50152056	CHN	PRJNA1295129		SAMN50152056	GCA_053472505	2025-11-13	2023	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152057	CHN__SAMN50152057	CHN	PRJNA1295129		SAMN50152057	GCA_053472445	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152059	CHN__SAMN50152059	CHN	PRJNA1295129		SAMN50152059	GCA_053472405	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152066	CHN__SAMN50152066	CHN	PRJNA1295129		SAMN50152066	GCA_053472265	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152069	CHN__SAMN50152069	CHN	PRJNA1295129		SAMN50152069	GCA_053472205	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152080	CHN__SAMN50152080	CHN	PRJNA1295129		SAMN50152080	GCA_053472025	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152085	CHN__SAMN50152085	CHN	PRJNA1295129		SAMN50152085	GCA_053471905	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152092	CHN__SAMN50152092	CHN	PRJNA1295129		SAMN50152092	GCA_053471785	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN50152101	CHN__SAMN50152101	CHN	PRJNA1295129		SAMN50152101	GCA_053470665	2025-11-13	2024	China:Shanghai	Illumina NextSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00328188	JPN__SAMD00328188	JPN	PRJDB7578	DRR300240	SAMD00328188	RRASM_DRR300240					local_fasta	unmatched_frozen_record
JPN__SAMD00328195	JPN__SAMD00328195	JPN	PRJDB7578	DRR300247	SAMD00328195	RRASM_DRR300247					local_fasta	unmatched_frozen_record
JPN__SAMD00328201	JPN__SAMD00328201	JPN	PRJDB7578	DRR300253	SAMD00328201	RRASM_DRR300253					local_fasta	unmatched_frozen_record
JPN__SAMD00328237	JPN__SAMD00328237	JPN	PRJDB7578	DRR300236	SAMD00328237	GCA_019974435	2021-08-05	2018	Japan:Osaka	Illumina NovaSeq 6000; PacBio RSII	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00549575	JPN__SAMD00549575	JPN	PRJDB7578	DRR445791	SAMD00549575	GCA_026001265	2022-10-21	2018	Japan:Tokyo	Illumina Novaseq 6000; PacBio Sequel I	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00549621	JPN__SAMD00549621	JPN	PRJDB7578	DRR413409	SAMD00549621	RRASM_DRR413409					local_fasta	unmatched_frozen_record
JPN__SAMD00549631	JPN__SAMD00549631	JPN	PRJDB7578	DRR413419	SAMD00549631	RRASM_DRR413419					local_fasta	unmatched_frozen_record
JPN__SAMD00549636	JPN__SAMD00549636	JPN	PRJDB7578	DRR413424	SAMD00549636	RRASM_DRR413424					local_fasta	unmatched_frozen_record
JPN__SAMD00570793	JPN__SAMD00570793	JPN	PRJDB7578	DRR428469	SAMD00570793	RRASM_DRR428469					local_fasta	unmatched_frozen_record
JPN__SAMD00570813	JPN__SAMD00570813	JPN	PRJDB7578	DRR428489	SAMD00570813	GCA_055380295	2024-10-31	2020	Japan:Aichi	Illumina Novaseq 6000; PacBio Sequel I	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00872997	JPN__SAMD00872997	JPN	PRJDB7578	DRR631450	SAMD00872997	RRASM_DRR631450					local_fasta	unmatched_frozen_record
JPN__SAMD00885979	JPN__SAMD00885979	JPN	PRJDB20292	DRR900761	SAMD00885979	GCA_054658115	2025-05-20	2024-12-09	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00885980	JPN__SAMD00885980	JPN	PRJDB20292	DRR900762	SAMD00885980	GCA_054658095	2025-05-20	2024-12-09	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892034	JPN__SAMD00892034	JPN	PRJDB20413	DRR902019	SAMD00892034	GCA_054656595	2025-05-12	2024-12-14	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892035	JPN__SAMD00892035	JPN	PRJDB20413	DRR902020	SAMD00892035	GCA_054656535	2025-05-12	2025-01-06	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892036	JPN__SAMD00892036	JPN	PRJDB20413	DRR902021	SAMD00892036	GCA_054656515	2025-05-12	2025-01-15	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892038	JPN__SAMD00892038	JPN	PRJDB20413	DRR902023	SAMD00892038	GCA_054656415	2025-05-12	2025-01-21	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892039	JPN__SAMD00892039	JPN	PRJDB20413	DRR902024	SAMD00892039	GCA_054656375	2025-05-12	2025-01-24	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892040	JPN__SAMD00892040	JPN	PRJDB20413	DRR902025	SAMD00892040	GCA_054656335	2025-05-12	2025-01-22	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892042	JPN__SAMD00892042	JPN	PRJDB20413	DRR902027	SAMD00892042	GCA_054656255	2025-05-12	2025-01-25	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892045	JPN__SAMD00892045	JPN	PRJDB20413	DRR902030	SAMD00892045	GCA_054656135	2025-05-12	2025-02-03	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892046	JPN__SAMD00892046	JPN	PRJDB20413	DRR902031	SAMD00892046	GCA_054656075	2025-05-12	2025-02-03	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892047	JPN__SAMD00892047	JPN	PRJDB20413	DRR902032	SAMD00892047	GCA_054656035	2025-05-12	2025-02-07	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892048	JPN__SAMD00892048	JPN	PRJDB20413	DRR902033	SAMD00892048	GCA_054656015	2025-05-12	2025-01-30	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892049	JPN__SAMD00892049	JPN	PRJDB20413	DRR902034	SAMD00892049	GCA_054655955	2025-05-12	2025-02-06	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892050	JPN__SAMD00892050	JPN	PRJDB20413	DRR902035	SAMD00892050	GCA_054655915	2025-05-12	2025-01-28	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892052	JPN__SAMD00892052	JPN	PRJDB20413	DRR902037	SAMD00892052	GCA_054655855	2025-05-12	2025-02-03	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00892053	JPN__SAMD00892053	JPN	PRJDB20413	DRR902038	SAMD00892053	GCA_054655795	2025-05-12	2025-02-03	Japan:Okinawa	Illumina iSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD00920271	JPN__SAMD00920271	JPN	PRJDB34249	DRR900577	SAMD00920271			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920272	JPN__SAMD00920272	JPN	PRJDB34249	DRR900578	SAMD00920272			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920273	JPN__SAMD00920273	JPN	PRJDB34249	DRR900579	SAMD00920273			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920274	JPN__SAMD00920274	JPN	PRJDB34249	DRR900580	SAMD00920274						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD00920275	JPN__SAMD00920275	JPN	PRJDB34249	DRR900581	SAMD00920275			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920276	JPN__SAMD00920276	JPN	PRJDB34249	DRR900582	SAMD00920276			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920279	JPN__SAMD00920279	JPN	PRJDB34249	DRR900585	SAMD00920279	RRASM_DRR900585					local_fasta	unmatched_frozen_record
JPN__SAMD00920280	JPN__SAMD00920280	JPN	PRJDB34249	DRR900586	SAMD00920280			2024	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920281	JPN__SAMD00920281	JPN	PRJDB34249	DRR900587	SAMD00920281			2025	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD00920282	JPN__SAMD00920282	JPN	PRJDB34249	DRR900588	SAMD00920282			2025	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01593369	JPN__SAMD01593369	JPN	PRJDB35593	DRR707961	SAMD01593369	GCA_055387325	2025-12-10	2024-09-12	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593370	JPN__SAMD01593370	JPN	PRJDB35593	DRR705528	SAMD01593370	GCA_055386935	2025-12-10	2024-09-18	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593371	JPN__SAMD01593371	JPN	PRJDB35593	DRR705529	SAMD01593371	GCA_055386605	2025-12-10	2024-11-13	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593372	JPN__SAMD01593372	JPN	PRJDB35593	DRR707964	SAMD01593372	GCA_055386115	2025-12-10	2024-12-12	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593373	JPN__SAMD01593373	JPN	PRJDB35593	DRR705531	SAMD01593373	GCA_055385715	2025-12-10	2024-12-12	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593374	JPN__SAMD01593374	JPN	PRJDB35593	DRR705532	SAMD01593374	GCA_055385365	2025-12-10	2024-12-11	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
